"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"2675",13374,13374,"2023-04-22 12:00:00","FRSEEP","predicted",19.6088062748313,45.4033549183698,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",12,"day","2023-04-22","spring_transition",2023,4,22,10,"2023-04-22 10:59:00",4.01,6.81,-0.0252889841795003,18,0.765693725168703
"2676",13378,13378,"2023-04-22 13:00:00","FRSEEP","predicted",20.3925827145577,41.8873928586537,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",13,"day","2023-04-22","spring_transition",2023,4,22,11,"2023-04-22 11:59:00",2.29,3.8,-0.783776439726402,19,1.166583952109
"2677",13381,13381,"2023-04-22 14:00:00","FRSEEP","predicted",21.0586673021317,40.9425292523181,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",14,"day","2023-04-22","spring_transition",2023,4,22,12,"2023-04-22 12:59:00",2.5,4.49,-0.666084587573998,20,0.845666031201603
"2678",13389,13389,"2023-04-22 15:00:00","FRSEEP","predicted",20.0944953262806,43.2997909731642,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",15,"day","2023-04-22","spring_transition",2023,4,22,13,"2023-04-22 13:59:00",2.8,4.87,0.964171975851098,21,0.1258380070527
"2679",13395,13395,"2023-04-22 16:00:00","FRSEEP","predicted",16.9847028553486,55.6853343463397,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",16,"day","2023-04-22","spring_transition",2023,4,22,14,"2023-04-22 14:59:00",4.92,8.11,3.109792470932,22,-0.0458695220153018
"2680",13398,13398,"2023-04-22 17:00:00","FRSEEP","predicted",16.4932127594948,56.4407255273617,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",17,"day","2023-04-22","spring_transition",2023,4,22,15,"2023-04-22 15:59:00",5.35,8.53,0.491490095853802,23,-0.0232127594948004
"2681",13405,13405,"2023-04-22 18:00:00","FRSEEP","predicted",15.6643292084336,59.6695858446785,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",18,"day","2023-04-22","spring_transition",2023,4,22,16,"2023-04-22 16:59:00",3.61,5.46,0.8288835510612,0,0.0455041248997006
"2682",13407,13407,"2023-04-22 19:00:00","FRSEEP","predicted",14.9171926155686,62.7872752267304,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",19,"night","2023-04-22","spring_transition",2023,4,22,17,"2023-04-22 17:59:00",4.29,6,0.747136592864999,1,0.0523073844313995
"2683",13415,13415,"2023-04-22 20:00:00","FRSEEP","predicted",14.9457204714417,60.7218036597121,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",20,"night","2023-04-22","spring_transition",2023,4,22,18,"2023-04-22 18:59:00",3.62,5.38,-0.028527855873099,2,-0.00105380477499928
"2684",13420,13420,"2023-04-22 21:00:00","FRSEEP","predicted",14.2914146184921,65.1440388199282,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",21,"night","2023-04-22","spring_transition",2023,4,22,19,"2023-04-22 19:59:00",4.08,5.77,0.6543058529496,3,0.0247520481745998
"2685",13421,13421,"2023-04-22 22:00:00","FRSEEP","predicted",13.5326632112265,70.3208284849409,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",22,"night","2023-04-22","spring_transition",2023,4,22,20,"2023-04-22 20:59:00",5.47,7.37,0.758751407265599,4,0.0296701221067988
"2686",13426,13426,"2023-04-22 23:00:00","FRSEEP","predicted",13.4876099228859,73.2034610755552,1,48.011264,7.819404,"2023-04-22 04:28:13","2023-04-22 18:28:38",23,"night","2023-04-22","spring_transition",2023,4,22,21,"2023-04-22 21:59:00",4.78,7.18,0.0450532883406005,5,-0.026109922885901
"2687",13432,13432,"2023-04-23 00:00:00","FRSEEP","predicted",13.0427455604076,77.4932096629895,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",0,"night","2023-04-22","spring_transition",2023,4,22,22,"2023-04-22 22:59:00",6.45,8.68,0.444864362478301,5,0.0565877729257007
"2688",13437,13437,"2023-04-23 01:00:00","FRSEEP","predicted",12.1021527759731,86.0135230574931,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",1,"night","2023-04-22","spring_transition",2023,4,22,23,"2023-04-22 23:59:00",6.62,9.19,0.9405927844345,6,0.0246805573602007
"2689",13444,13444,"2023-04-23 02:00:00","FRSEEP","predicted",11.270186945796,90.1815389367645,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",2,"night","2023-04-23","spring_transition",2023,4,23,0,"2023-04-23 00:59:00",5.42,7.56,0.831965830177099,7,-0.0470202791293008
"2690",13449,13449,"2023-04-23 03:00:00","FRSEEP","predicted",11.3329406194389,85.4923281682977,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",3,"night","2023-04-23","spring_transition",2023,4,23,1,"2023-04-23 01:59:00",4.35,6.5,-0.0627536736429004,8,0.0308927138943993
"2691",13451,13451,"2023-04-23 04:00:00","FRSEEP","predicted",11.4417710267007,84.1227625233253,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",4,"night","2023-04-23","spring_transition",2023,4,23,2,"2023-04-23 02:59:00",3.2,5.6,-0.108830407261799,9,-0.0382710267007003
"2692",13456,13456,"2023-04-23 05:00:00","FRSEEP","predicted",11.4391795955598,84.0624804383276,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",5,"day","2023-04-23","spring_transition",2023,4,23,3,"2023-04-23 03:59:00",3.67,5.28,0.00259143114089966,10,0.205320404440201
"2693",13462,13462,"2023-04-23 06:00:00","FRSEEP","predicted",12.1230063438416,81.1421596218586,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",6,"day","2023-04-23","spring_transition",2023,4,23,4,"2023-04-23 04:59:00",2.72,3.78,-0.683826748281801,11,0.182326989491699
"2694",13467,13467,"2023-04-23 07:00:00","FRSEEP","predicted",13.4403916411102,74.1172142239245,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",7,"day","2023-04-23","spring_transition",2023,4,23,5,"2023-04-23 05:59:00",3.11,3.77,-1.3173852972686,12,-0.1413916411102
"2695",13473,13473,"2023-04-23 08:00:00","FRSEEP","predicted",15.3876781314611,63.2081571905992,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",8,"day","2023-04-23","spring_transition",2023,4,23,6,"2023-04-23 06:59:00",2.98,4.18,-1.9472864903509,13,-0.563844798127802
"2696",13479,13479,"2023-04-23 09:00:00","FRSEEP","predicted",16.6192099377513,58.820266497811,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",9,"day","2023-04-23","spring_transition",2023,4,23,7,"2023-04-23 07:59:00",3.55,5.63,-1.2315318062902,14,-0.0108766044180015
"2697",13485,13485,"2023-04-23 10:00:00","FRSEEP","predicted",17.3563717529178,56.165487876024,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",10,"day","2023-04-23","spring_transition",2023,4,23,8,"2023-04-23 08:59:00",2.71,4.33,-0.737161815166498,15,0.502461580415503
"2698",13489,13489,"2023-04-23 11:00:00","FRSEEP","predicted",18.9580699503422,49.7104983728896,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",11,"day","2023-04-23","spring_transition",2023,4,23,9,"2023-04-23 09:59:00",2.05,3.72,-1.6016981974244,16,1.0307633829911
"2699",13493,13493,"2023-04-23 12:00:00","FRSEEP","predicted",19.7740560621023,47.6326332486221,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",12,"day","2023-04-23","spring_transition",2023,4,23,10,"2023-04-23 10:59:00",3.63,6.15,-0.8159861117601,17,1.7941106045644
"2700",13496,13496,"2023-04-23 13:00:00","FRSEEP","predicted",20.2948513180018,46.3788523469054,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",13,"day","2023-04-23","spring_transition",2023,4,23,11,"2023-04-23 11:59:00",3.31,4.97,-0.5207952558995,18,0.968315348664898
"2701",13502,13502,"2023-04-23 14:00:00","FRSEEP","predicted",20.1960968673229,44.1691975674582,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",14,"day","2023-04-23","spring_transition",2023,4,23,12,"2023-04-23 12:59:00",2.51,4.74,0.0987544506789,19,0.563236466010398
"2702",13507,13507,"2023-04-23 15:00:00","FRSEEP","predicted",17.4466090798378,55.082055831158,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",15,"day","2023-04-23","spring_transition",2023,4,23,13,"2023-04-23 13:59:00",3.94,5.88,2.7494877874851,20,0.330557586828903
"2703",13514,13514,"2023-04-23 16:00:00","FRSEEP","predicted",17.5847458466887,48.0312692676687,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",16,"day","2023-04-23","spring_transition",2023,4,23,14,"2023-04-23 14:59:00",5.28,9.69,-0.138136766850902,21,0.1157541533113
"2704",13520,13520,"2023-04-23 17:00:00","FRSEEP","predicted",16.9652829244733,49.9176295157941,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",17,"day","2023-04-23","spring_transition",2023,4,23,15,"2023-04-23 15:59:00",4.52,8.73,0.619462922215401,22,0.0287170755266999
"2705",13525,13525,"2023-04-23 18:00:00","FRSEEP","predicted",13.028256431222,79.9072334530461,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",18,"day","2023-04-23","spring_transition",2023,4,23,16,"2023-04-23 16:59:00",4.55,6.53,3.9370264932513,23,-0.0177564312219989
"2706",13529,13529,"2023-04-23 19:00:00","FRSEEP","predicted",12.0219406336546,83.3875918544374,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",19,"night","2023-04-23","spring_transition",2023,4,23,17,"2023-04-23 17:59:00",6.19,15.19,1.0063157975674,0,0.1052260330121
"2707",13531,13531,"2023-04-23 20:00:00","FRSEEP","predicted",12.0443033836782,75.8476679676276,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",20,"night","2023-04-23","spring_transition",2023,4,23,18,"2023-04-23 18:59:00",5.25,8.68,-0.0223627500235999,1,0.0540299496551011
"2708",13538,13538,"2023-04-23 21:00:00","FRSEEP","predicted",12.2669293694198,72.3745720129017,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",21,"night","2023-04-23","spring_transition",2023,4,23,19,"2023-04-23 19:59:00",5.9,7.93,-0.222625985741601,2,-0.0584293694197999
"2709",13543,13543,"2023-04-23 22:00:00","FRSEEP","predicted",11.9767802990973,74.3738453433933,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",22,"night","2023-04-23","spring_transition",2023,4,23,20,"2023-04-23 20:59:00",6.28,8.96,0.290149070322501,3,-0.0527802990973001
"2710",13550,13550,"2023-04-23 23:00:00","FRSEEP","predicted",12.0752578899265,73.0608788259929,1,48.011264,7.819404,"2023-04-23 04:26:25","2023-04-23 18:30:04",23,"night","2023-04-23","spring_transition",2023,4,23,21,"2023-04-23 21:59:00",6.22,9.27,-0.0984775908291997,4,0.00624211007350084
"2711",13552,13552,"2023-04-24 00:00:00","FRSEEP","predicted",12.0691782385111,73.0743153591826,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",0,"night","2023-04-23","spring_transition",2023,4,23,22,"2023-04-23 22:59:00",5.92,8.3,0.00607965141539957,5,-0.0840115718443997
"2712",13557,13557,"2023-04-24 01:00:00","FRSEEP","predicted",11.8368899822235,73.9695443951306,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",1,"night","2023-04-23","spring_transition",2023,4,23,23,"2023-04-23 23:59:00",7.19,10.6,0.2322882562876,6,-0.0433066488901996
"2713",13564,13564,"2023-04-24 02:00:00","FRSEEP","predicted",11.5618499703705,75.9339576293646,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",2,"night","2023-04-24","spring_transition",2023,4,24,0,"2023-04-24 00:59:00",7.24,9.87,0.275040011852999,7,-0.0505166370372017
"2714",13567,13567,"2023-04-24 03:00:00","FRSEEP","predicted",11.3672021888196,78.6006823375679,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",3,"night","2023-04-24","spring_transition",2023,4,24,1,"2023-04-24 01:59:00",7.81,10.34,0.1946477815509,8,0.044964477847099
"2715",13571,13571,"2023-04-24 04:00:00","FRSEEP","predicted",11.0328296013176,81.6348909472553,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",4,"night","2023-04-24","spring_transition",2023,4,24,2,"2023-04-24 02:59:00",7.52,9.51,0.334372587502001,9,0.0300037320157003
"2716",13577,13577,"2023-04-24 05:00:00","FRSEEP","predicted",10.7754646018147,81.1460825990058,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",5,"day","2023-04-24","spring_transition",2023,4,24,3,"2023-04-24 03:59:00",7.31,9.82,0.257364999502899,10,-0.0409646018147001
"2717",13583,13583,"2023-04-24 06:00:00","FRSEEP","predicted",10.3873435221613,80.8976980189618,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",6,"day","2023-04-24","spring_transition",2023,4,24,4,"2023-04-24 04:59:00",6.62,8.71,0.3881210796534,11,0.0923231445054
"2718",13587,13587,"2023-04-24 07:00:00","FRSEEP","predicted",10.6041325554252,76.3199612345199,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",7,"day","2023-04-24","spring_transition",2023,4,24,5,"2023-04-24 05:59:00",7.15,10.02,-0.2167890332639,12,0.0302007779080995
"2719",13593,13593,"2023-04-24 08:00:00","FRSEEP","predicted",11.9790918193758,63.9129313178332,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",8,"day","2023-04-24","spring_transition",2023,4,24,6,"2023-04-24 06:59:00",6.68,10.15,-1.3749592639506,13,-0.3032584860425
"2720",13596,13596,"2023-04-24 09:00:00","FRSEEP","predicted",12.4382363297045,51.5420601503924,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",9,"day","2023-04-24","spring_transition",2023,4,24,7,"2023-04-24 07:59:00",6.76,10.35,-0.4591445103287,14,0.120430336962199
"2721",13603,13603,"2023-04-24 10:00:00","FRSEEP","predicted",12.7717648558319,45.828562419018,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",10,"day","2023-04-24","spring_transition",2023,4,24,8,"2023-04-24 08:59:00",7.38,10.58,-0.333528526127401,15,-0.0384315224986
"2722",13606,13606,"2023-04-24 11:00:00","FRSEEP","predicted",12.8915546573699,44.9302934344663,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",11,"day","2023-04-24","spring_transition",2023,4,24,9,"2023-04-24 09:59:00",8.04,11.19,-0.119789801537999,16,0.0356120092968002
"2723",13615,13615,"2023-04-24 12:00:00","FRSEEP","predicted",13.1121762059629,46.9903460079326,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",12,"day","2023-04-24","spring_transition",2023,4,24,10,"2023-04-24 10:59:00",7.1,11.42,-0.220621548593,17,0.6868237940371
"2724",13616,13616,"2023-04-24 13:00:00","FRSEEP","predicted",13.8794489875436,45.6420103483467,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",13,"day","2023-04-24","spring_transition",2023,4,24,11,"2023-04-24 11:59:00",6.86,9.91,-0.767272781580701,18,0.619384345789699
"2725",13623,13623,"2023-04-24 14:00:00","FRSEEP","predicted",14.2586092427373,46.0439456578542,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",14,"day","2023-04-24","spring_transition",2023,4,24,12,"2023-04-24 12:59:00",5.28,8.45,-0.3791602551937,19,0.614724090595999
"2726",13628,13628,"2023-04-24 15:00:00","FRSEEP","predicted",13.3167699500918,49.587298621687,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",15,"day","2023-04-24","spring_transition",2023,4,24,13,"2023-04-24 13:59:00",5.62,7.61,0.941839292645501,20,0.2363967165749
"2727",13634,13634,"2023-04-24 16:00:00","FRSEEP","predicted",13.2709012851119,48.7946919003295,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",16,"day","2023-04-24","spring_transition",2023,4,24,14,"2023-04-24 14:59:00",7.37,11.68,0.0458686649798992,21,0.00559871488809982
"2728",13639,13639,"2023-04-24 17:00:00","FRSEEP","predicted",12.894238114357,52.007335162621,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",17,"day","2023-04-24","spring_transition",2023,4,24,15,"2023-04-24 15:59:00",5.85,9.8,0.376663170754901,22,-0.0517381143570006
"2729",13643,13643,"2023-04-24 18:00:00","FRSEEP","predicted",12.3552872985602,52.4436564646576,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",18,"day","2023-04-24","spring_transition",2023,4,24,16,"2023-04-24 16:59:00",5.4,7.98,0.538950815796801,23,-0.0801206318935002
"2730",13646,13646,"2023-04-24 19:00:00","FRSEEP","predicted",11.8934844173491,54.182471455199,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",19,"night","2023-04-24","spring_transition",2023,4,24,17,"2023-04-24 17:59:00",5.49,7.26,0.461802881211099,0,-0.147317750682401
"2731",13651,13651,"2023-04-24 20:00:00","FRSEEP","predicted",11.6916901990772,54.0056484579234,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",20,"night","2023-04-24","spring_transition",2023,4,24,18,"2023-04-24 18:59:00",4.45,6.43,0.2017942182719,1,-0.2679401990772
"2732",13659,13659,"2023-04-24 21:00:00","FRSEEP","predicted",11.2958539947867,56.8571035273114,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",21,"night","2023-04-24","spring_transition",2023,4,24,19,"2023-04-24 19:59:00",5.45,8.18,0.3958362042905,2,-0.24618732812
"2733",13663,13663,"2023-04-24 22:00:00","FRSEEP","predicted",10.933323584497,59.4396704150623,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",22,"night","2023-04-24","spring_transition",2023,4,24,20,"2023-04-24 20:59:00",5.02,6.78,0.3625304102897,3,-0.109323584497
"2734",13666,13666,"2023-04-24 23:00:00","FRSEEP","predicted",10.3643930740654,60.4167291544267,1,48.011264,7.819404,"2023-04-24 04:24:37","2023-04-24 18:31:31",23,"night","2023-04-24","spring_transition",2023,4,24,21,"2023-04-24 21:59:00",4.43,6.12,0.568930510431599,4,0.0220235926012986
"2735",13675,13675,"2023-04-25 00:00:00","FRSEEP","predicted",10.085525970906,63.8312759777958,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",0,"night","2023-04-24","spring_transition",2023,4,24,22,"2023-04-24 22:59:00",5.67,8.13,0.278867103159401,5,-0.0626926375726988
"2736",13679,13679,"2023-04-25 01:00:00","FRSEEP","predicted",9.34224489331245,69.675566911079,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",1,"night","2023-04-24","spring_transition",2023,4,24,23,"2023-04-24 23:59:00",5.41,7.53,0.743281077593549,6,-0.12091155997912
"2737",13681,13681,"2023-04-25 02:00:00","FRSEEP","predicted",9.14687409996986,71.8284177892512,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",2,"night","2023-04-25","spring_transition",2023,4,25,0,"2023-04-25 00:59:00",4.42,6.33,0.19537079334259,7,0.0354592333634898
"2738",13690,13690,"2023-04-25 03:00:00","FRSEEP","predicted",9.3632988370955,69.625796310838,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",3,"night","2023-04-25","spring_transition",2023,4,25,1,"2023-04-25 01:59:00",3.42,5.71,-0.21642473712564,8,0.0752011629044986
"2739",13693,13693,"2023-04-25 04:00:00","FRSEEP","predicted",9.04288014769554,68.84127265262,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",4,"night","2023-04-25","spring_transition",2023,4,25,2,"2023-04-25 02:59:00",3.18,5.17,0.320418689399961,9,-0.148880147695539
"2740",13698,13698,"2023-04-25 05:00:00","FRSEEP","predicted",8.74832948297262,72.4927125755326,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",5,"day","2023-04-25","spring_transition",2023,4,25,3,"2023-04-25 03:59:00",3.51,4.55,0.294550664722919,10,-0.08266281630595
"2741",13705,13705,"2023-04-25 06:00:00","FRSEEP","predicted",6.96847756579518,90.5636963565163,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",6,"day","2023-04-25","spring_transition",2023,4,25,4,"2023-04-25 04:59:00",2.35,3.52,1.77985191717744,11,-0.0366442324618399
"2742",13707,13707,"2023-04-25 07:00:00","FRSEEP","predicted",6.46016043052078,95.0133234861472,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",7,"day","2023-04-25","spring_transition",2023,4,25,5,"2023-04-25 05:59:00",4.79,7.79,0.5083171352744,12,-0.0108270971874402
"2743",13714,13714,"2023-04-25 08:00:00","FRSEEP","predicted",6.92164963111281,95.9013474627036,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",8,"day","2023-04-25","spring_transition",2023,4,25,6,"2023-04-25 06:59:00",3.97,7.57,-0.46148920059203,13,0.0546837022205295
"2744",13719,13719,"2023-04-25 09:00:00","FRSEEP","predicted",7.54416372254491,93.2820737677942,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",9,"day","2023-04-25","spring_transition",2023,4,25,7,"2023-04-25 07:59:00",4.21,5.44,-0.6225140914321,14,0.10633627745508
"2745",13721,13721,"2023-04-25 10:00:00","FRSEEP","predicted",9.00821639224887,84.1018040838099,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",10,"day","2023-04-25","spring_transition",2023,4,25,8,"2023-04-25 08:59:00",2.8,4.72,-1.46405266970396,15,0.831783607751129
"2746",13729,13729,"2023-04-25 11:00:00","FRSEEP","predicted",10.2924447432161,76.5100802567984,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",11,"day","2023-04-25","spring_transition",2023,4,25,9,"2023-04-25 09:59:00",2.48,3.39,-1.28422835096723,16,0.8358885901172
"2747",13735,13735,"2023-04-25 12:00:00","FRSEEP","predicted",10.8377867005766,73.9617503840547,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",12,"day","2023-04-25","spring_transition",2023,4,25,10,"2023-04-25 10:59:00",2.53,4.8,-0.545341957360501,17,0.716463299423399
"2748",13737,13737,"2023-04-25 13:00:00","FRSEEP","predicted",12.3473895564676,64.9380386483499,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",13,"day","2023-04-25","spring_transition",2023,4,25,11,"2023-04-25 11:59:00",2.33,3.68,-1.509602855891,18,0.579943776865699
"2749",13742,13742,"2023-04-25 14:00:00","FRSEEP","predicted",10.9720112867653,66.5744007005885,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",14,"day","2023-04-25","spring_transition",2023,4,25,12,"2023-04-25 12:59:00",2.26,3.85,1.3753782697023,19,-0.311511286765299
"2750",13746,13746,"2023-04-25 15:00:00","FRSEEP","predicted",10.4391560032964,69.2158481428149,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",15,"day","2023-04-25","spring_transition",2023,4,25,13,"2023-04-25 13:59:00",3.74,7.18,0.5328552834689,20,0.0390106633703002
"2751",13751,13751,"2023-04-25 16:00:00","FRSEEP","predicted",9.35966750606894,77.8096283873038,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",16,"day","2023-04-25","spring_transition",2023,4,25,14,"2023-04-25 14:59:00",2.9,5.45,1.07948849722746,21,-0.0170008394022698
"2752",13758,13758,"2023-04-25 17:00:00","FRSEEP","predicted",9.0271717607975,82.1415376372372,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",17,"day","2023-04-25","spring_transition",2023,4,25,15,"2023-04-25 15:59:00",4.18,9.49,0.332495745271439,22,-0.2246717607975
"2753",13764,13764,"2023-04-25 18:00:00","FRSEEP","predicted",8.83527562767267,86.5640065291799,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",18,"day","2023-04-25","spring_transition",2023,4,25,16,"2023-04-25 16:59:00",2.04,3.71,0.19189613312483,23,-0.16894229433932
"2754",13766,13766,"2023-04-25 19:00:00","FRSEEP","predicted",8.4590845555067,88.3604835378045,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",19,"night","2023-04-25","spring_transition",2023,4,25,17,"2023-04-25 17:59:00",2.39,3.72,0.376191072165971,0,-0.172084555506689
"2755",13771,13771,"2023-04-25 20:00:00","FRSEEP","predicted",8.0106908492744,91.1345762062101,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",20,"night","2023-04-25","spring_transition",2023,4,25,18,"2023-04-25 18:59:00",1.95,4.01,0.448393706232299,1,-0.139024182607731
"2756",13779,13779,"2023-04-25 21:00:00","FRSEEP","predicted",7.79374170303345,93.5668922253489,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",21,"night","2023-04-25","spring_transition",2023,4,25,19,"2023-04-25 19:59:00",2.27,3.05,0.216949146240951,2,0.0914249636332203
"2757",13784,13784,"2023-04-25 22:00:00","FRSEEP","predicted",7.41266796737909,95.8976770802535,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",22,"night","2023-04-25","spring_transition",2023,4,25,20,"2023-04-25 20:59:00",2.78,4.86,0.38107373565436,3,0.0676653659542508
"2758",13787,13787,"2023-04-25 23:00:00","FRSEEP","predicted",7.02020516619087,97.1883045603463,1,48.011264,7.819404,"2023-04-25 04:22:50","2023-04-25 18:32:57",23,"night","2023-04-25","spring_transition",2023,4,25,21,"2023-04-25 21:59:00",1.5,2.61,0.39246280118822,4,0.14112816714246
"2759",13791,13791,"2023-04-26 00:00:00","FRSEEP","predicted",6.73262181505561,98.1543476092777,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",0,"night","2023-04-25","spring_transition",2023,4,25,22,"2023-04-25 22:59:00",1.12,2.05,0.28758335113526,5,0.0380448516110503
"2760",13798,13798,"2023-04-26 01:00:00","FRSEEP","predicted",6.21027062088251,97.5334898272263,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",1,"night","2023-04-25","spring_transition",2023,4,25,23,"2023-04-25 23:59:00",1.3,2.12,0.522351194173099,6,0.13106271245083
"2761",13803,13803,"2023-04-26 02:00:00","FRSEEP","predicted",6.0571148134768,97.2155694225081,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",2,"night","2023-04-26","spring_transition",2023,4,26,0,"2023-04-26 00:59:00",1.2,2.17,0.15315580740571,7,0.0878851865231995
