"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"6180",30898,30898,"2023-09-15 13:00:00","FRSEEP","measured",25.4506666666667,52.14,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",13,"day","2023-09-15","full_canopy",2023,9,15,11,"2023-09-15 11:59:00",2.07,3.34,-1.7268333333334,19,0.830500000000001
"6181",30903,30903,"2023-09-15 14:00:00","FRSEEP","measured",26.4506666666667,50.0833333333333,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",14,"day","2023-09-15","full_canopy",2023,9,15,12,"2023-09-15 12:59:00",1.86,3.01,-1,20,-0.100166666666698
"6182",30910,30910,"2023-09-15 15:00:00","FRSEEP","measured",26.538,50.1283333333334,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",15,"day","2023-09-15","full_canopy",2023,9,15,13,"2023-09-15 13:59:00",2.17,4.06,-0.0873333333333015,21,-1.4048333333333
"6183",30915,30915,"2023-09-15 16:00:00","FRSEEP","measured",25.3411666666667,54.1183333333334,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",16,"day","2023-09-15","full_canopy",2023,9,15,14,"2023-09-15 14:59:00",2.74,3.86,1.1968333333333,22,-0.466666666666701
"6184",30920,30920,"2023-09-15 17:00:00","FRSEEP","measured",25.6516666666667,52.885,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",17,"day","2023-09-15","full_canopy",2023,9,15,15,"2023-09-15 15:59:00",2.49,3.67,-0.310499999999998,23,-1.6063333333334
"6185",30922,30922,"2023-09-15 18:00:00","FRSEEP","measured",22.3175,65.9,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",18,"night","2023-09-15","full_canopy",2023,9,15,16,"2023-09-15 16:59:00",2.07,2.92,3.3341666666667,0,-0.212499999999999
"6186",30928,30928,"2023-09-15 19:00:00","FRSEEP","measured",20.2836666666667,80.6983333333333,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",19,"night","2023-09-15","full_canopy",2023,9,15,17,"2023-09-15 17:59:00",2.24,2.94,2.0338333333333,1,0.287666666666599
"6187",30931,30931,"2023-09-15 20:00:00","FRSEEP","measured",19.138,85.5066666666667,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",20,"night","2023-09-15","full_canopy",2023,9,15,18,"2023-09-15 18:59:00",1.37,2.3,1.1456666666667,2,0.228833333333299
"6188",30938,30938,"2023-09-15 21:00:00","FRSEEP","measured",18.359,92.33,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",21,"night","2023-09-15","full_canopy",2023,9,15,19,"2023-09-15 19:59:00",1.53,3.15,0.779,3,0.507833333333298
"6189",30944,30944,"2023-09-15 22:00:00","FRSEEP","measured",17.6318333333333,92.5716666666667,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",22,"night","2023-09-15","full_canopy",2023,9,15,20,"2023-09-15 20:59:00",2.66,4.72,0.727166666666701,4,1.0516666666667
"6190",30949,30949,"2023-09-15 23:00:00","FRSEEP","measured",17.2456666666667,96.0066666666666,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",23,"night","2023-09-15","full_canopy",2023,9,15,21,"2023-09-15 21:59:00",2.69,5.4,0.3861666666666,5,0.942333333333298
"6191",30951,30951,"2023-09-16 00:00:00","FRSEEP","measured",16.4728333333333,96.9366666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",0,"night","2023-09-15","full_canopy",2023,9,15,22,"2023-09-15 22:59:00",1.86,2.97,0.772833333333402,6,1.2
"6192",30960,30960,"2023-09-16 01:00:00","FRSEEP","measured",16.7686666666667,91.6066666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",1,"night","2023-09-15","full_canopy",2023,9,15,23,"2023-09-15 23:59:00",3.57,5.91,-0.295833333333402,7,0.515499999999999
"6193",30963,30963,"2023-09-16 02:00:00","FRSEEP","measured",16.2771666666667,92.0633333333333,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",2,"night","2023-09-16","full_canopy",2023,9,16,0,"2023-09-16 00:59:00",1.78,2.93,0.491499999999998,8,0.350833333333298
"6194",30969,30969,"2023-09-16 03:00:00","FRSEEP","measured",15.5125,99.46,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",3,"night","2023-09-16","full_canopy",2023,9,16,1,"2023-09-16 01:59:00",2.37,3.7,0.764666666666702,9,0.176666666666701
"6195",30971,30971,"2023-09-16 04:00:00","FRSEEP","measured",14.957,99.1349999999999,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",4,"night","2023-09-16","full_canopy",2023,9,16,2,"2023-09-16 02:59:00",2.5,3.43,0.555499999999999,10,0.924333333333299
"6196",30976,30976,"2023-09-16 05:00:00","FRSEEP","measured",14.648,99.9,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",5,"night","2023-09-16","full_canopy",2023,9,16,3,"2023-09-16 03:59:00",2.41,3.87,0.309000000000001,11,0.562333333333301
"6197",30984,30984,"2023-09-16 06:00:00","FRSEEP","measured",15.4171666666667,96.7416666666666,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",6,"day","2023-09-16","full_canopy",2023,9,16,4,"2023-09-16 04:59:00",3.07,3.98,-0.769166666666701,12,-0.00350000000000072
"6198",30990,30990,"2023-09-16 07:00:00","FRSEEP","measured",18.0036666666667,82.6633333333333,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",7,"day","2023-09-16","full_canopy",2023,9,16,5,"2023-09-16 05:59:00",2.85,5.06,-2.5865,13,-0.7195
"6199",30992,30992,"2023-09-16 08:00:00","FRSEEP","measured",20.2146666666667,71.6383333333333,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",8,"day","2023-09-16","full_canopy",2023,9,16,6,"2023-09-16 06:59:00",1.4,2.78,-2.211,14,-0.173833333333402
"6200",30996,30996,"2023-09-16 09:00:00","FRSEEP","measured",20.8378333333333,69.7016666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",9,"day","2023-09-16","full_canopy",2023,9,16,7,"2023-09-16 07:59:00",1.12,1.96,-0.623166666666599,15,0.304166666666699
"6201",31001,31001,"2023-09-16 10:00:00","FRSEEP","measured",21.9786666666667,67.0416666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",10,"day","2023-09-16","full_canopy",2023,9,16,8,"2023-09-16 08:59:00",1.33,1.97,-1.1408333333334,16,0.4323333333333
"6202",31006,31006,"2023-09-16 11:00:00","FRSEEP","measured",24.275,60.195,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",11,"day","2023-09-16","full_canopy",2023,9,16,9,"2023-09-16 09:59:00",1.66,2.33,-2.2963333333333,17,0.642333333333301
"6203",31015,31015,"2023-09-16 12:00:00","FRSEEP","measured",25.5991666666667,56.7633333333333,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",12,"day","2023-09-16","full_canopy",2023,9,16,10,"2023-09-16 10:59:00",1.37,2.52,-1.3241666666667,18,0.686999999999998
"6204",31019,31019,"2023-09-16 13:00:00","FRSEEP","measured",25.2085,58.0716666666666,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",13,"day","2023-09-16","full_canopy",2023,9,16,11,"2023-09-16 11:59:00",2.36,3.59,0.3906666666667,19,0.736000000000001
"6205",31024,31024,"2023-09-16 14:00:00","FRSEEP","measured",25.5128333333333,58.09,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",14,"day","2023-09-16","full_canopy",2023,9,16,12,"2023-09-16 12:59:00",2.66,3.56,-0.3043333333333,20,0.400666666666698
"6206",31026,31026,"2023-09-16 15:00:00","FRSEEP","measured",25.4816666666667,57.7866666666666,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",15,"day","2023-09-16","full_canopy",2023,9,16,13,"2023-09-16 13:59:00",2.37,3.66,0.0311666666666,21,0.0544999999999973
"6207",31035,31035,"2023-09-16 16:00:00","FRSEEP","measured",25.4371666666667,56.2916666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",16,"day","2023-09-16","full_canopy",2023,9,16,14,"2023-09-16 14:59:00",1.89,3.45,0.0445000000000029,22,-0.211166666666699
"6208",31038,31038,"2023-09-16 17:00:00","FRSEEP","measured",24.0205,61.88,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",17,"day","2023-09-16","full_canopy",2023,9,16,15,"2023-09-16 15:59:00",2.2,3.56,1.4166666666667,23,0.137333333333302
"6209",31045,31045,"2023-09-16 18:00:00","FRSEEP","measured",22.9681666666667,69.2016666666668,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",18,"night","2023-09-16","full_canopy",2023,9,16,16,"2023-09-16 16:59:00",1.53,2.33,1.0523333333333,0,0.3651666666666
"6210",31046,31046,"2023-09-16 19:00:00","FRSEEP","measured",22.6985,71.3116666666666,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",19,"night","2023-09-16","full_canopy",2023,9,16,17,"2023-09-16 17:59:00",2.24,4.23,0.269666666666701,1,0.2605
"6211",31051,31051,"2023-09-16 20:00:00","FRSEEP","measured",21.9058333333333,73.74,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",20,"night","2023-09-16","full_canopy",2023,9,16,18,"2023-09-16 18:59:00",5.06,6.64,0.792666666666697,2,0.168666666666699
"6212",31059,31059,"2023-09-16 21:00:00","FRSEEP","measured",20.8466666666667,77.1183333333334,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",21,"night","2023-09-16","full_canopy",2023,9,16,19,"2023-09-16 19:59:00",6.14,7.29,1.0591666666666,3,-0.336666666666698
"6213",31062,31062,"2023-09-16 22:00:00","FRSEEP","measured",19.7553333333333,80.3600000000001,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",22,"night","2023-09-16","full_canopy",2023,9,16,20,"2023-09-16 20:59:00",3.53,6.63,1.0913333333334,4,0.296333333333401
"6214",31067,31067,"2023-09-16 23:00:00","FRSEEP","measured",18.7941666666667,89.2616666666667,1,48.011264,7.819404,"2023-09-16 05:07:44","2023-09-16 17:42:38",23,"night","2023-09-16","full_canopy",2023,9,16,21,"2023-09-16 21:59:00",1.48,2.81,0.9611666666666,5,0.699166666666599
"6215",31072,31072,"2023-09-17 00:00:00","FRSEEP","measured",18.7296666666667,79.98,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",0,"night","2023-09-16","full_canopy",2023,9,16,22,"2023-09-16 22:59:00",2.53,4.65,0.0645000000000024,6,0.2425
"6216",31080,31080,"2023-09-17 01:00:00","FRSEEP","measured",18.7155,74.6533333333333,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",1,"night","2023-09-16","full_canopy",2023,9,16,23,"2023-09-16 23:59:00",2.73,5.62,0.0141666666667,7,-0.0521666666667002
"6217",31085,31085,"2023-09-17 02:00:00","FRSEEP","measured",18.3983333333333,74.61,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",2,"night","2023-09-17","full_canopy",2023,9,17,0,"2023-09-17 00:59:00",3.41,5.42,0.317166666666697,8,0.1228333333334
"6218",31088,31088,"2023-09-17 03:00:00","FRSEEP","measured",17.7205,81.6866666666667,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",3,"night","2023-09-17","full_canopy",2023,9,17,1,"2023-09-17 01:59:00",2.16,4.47,0.6778333333333,9,0.282833333333297
"6219",31091,31091,"2023-09-17 04:00:00","FRSEEP","measured",16.7675,88.5533333333333,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",4,"night","2023-09-17","full_canopy",2023,9,17,2,"2023-09-17 02:59:00",2.42,3.81,0.953000000000003,10,1.6381666666667
"6220",31096,31096,"2023-09-17 05:00:00","FRSEEP","measured",16.127,91.9916666666667,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",5,"night","2023-09-17","full_canopy",2023,9,17,3,"2023-09-17 03:59:00",3.64,5.45,0.640499999999999,11,1.3368333333333
"6221",31101,31101,"2023-09-17 06:00:00","FRSEEP","measured",16.4881666666667,89.8516666666666,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",6,"day","2023-09-17","full_canopy",2023,9,17,4,"2023-09-17 04:59:00",3.09,4.8,-0.361166666666701,12,1.0621666666666
"6222",31109,31109,"2023-09-17 07:00:00","FRSEEP","measured",19.313,77.4083333333334,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",7,"day","2023-09-17","full_canopy",2023,9,17,5,"2023-09-17 05:59:00",4.34,6.22,-2.8248333333333,13,-0.0314999999999976
"6223",31113,31113,"2023-09-17 08:00:00","FRSEEP","measured",22.531,65.77,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",8,"day","2023-09-17","full_canopy",2023,9,17,6,"2023-09-17 06:59:00",2.92,4.49,-3.218,14,-1.16
"6224",31117,31117,"2023-09-17 09:00:00","FRSEEP","measured",25.0815,58.6383333333334,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",9,"day","2023-09-17","full_canopy",2023,9,17,7,"2023-09-17 07:59:00",2.01,3.97,-2.5505,15,-0.4493333333333
"6225",31122,31122,"2023-09-17 10:00:00","FRSEEP","measured",27.1498333333333,51.1916666666667,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",10,"day","2023-09-17","full_canopy",2023,9,17,8,"2023-09-17 08:59:00",1.13,2.22,-2.0683333333333,16,0.7463333333334
"6226",31130,31130,"2023-09-17 11:00:00","FRSEEP","measured",28.2568333333333,46.525,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",11,"day","2023-09-17","full_canopy",2023,9,17,9,"2023-09-17 09:59:00",2.02,3.07,-1.107,17,1.3915
"6227",31131,31131,"2023-09-17 12:00:00","FRSEEP","measured",29.4848333333333,43.5283333333333,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",12,"day","2023-09-17","full_canopy",2023,9,17,10,"2023-09-17 10:59:00",2.05,2.87,-1.228,18,1.3938333333334
"6228",31137,31137,"2023-09-17 13:00:00","FRSEEP","measured",30.4638333333333,41.0916666666667,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",13,"day","2023-09-17","full_canopy",2023,9,17,11,"2023-09-17 11:59:00",1.98,3.28,-0.979000000000003,19,0.539499999999997
"6229",31143,31143,"2023-09-17 14:00:00","FRSEEP","measured",31.2466666666667,39.005,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",14,"day","2023-09-17","full_canopy",2023,9,17,12,"2023-09-17 12:59:00",2.11,3.52,-0.7828333333334,20,-0.787666666666702
"6230",31146,31146,"2023-09-17 15:00:00","FRSEEP","measured",31.0453333333333,37.855,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",15,"day","2023-09-17","full_canopy",2023,9,17,13,"2023-09-17 13:59:00",1.86,3.12,0.201333333333402,21,-1.286
"6231",31155,31155,"2023-09-17 16:00:00","FRSEEP","measured",30.7868333333333,37.2033333333334,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",16,"day","2023-09-17","full_canopy",2023,9,17,14,"2023-09-17 14:59:00",1.92,3.25,0.258500000000002,22,-1.513
"6232",31158,31158,"2023-09-17 17:00:00","FRSEEP","measured",29.493,40.7683333333333,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",17,"day","2023-09-17","full_canopy",2023,9,17,15,"2023-09-17 15:59:00",2.39,3.74,1.2938333333333,23,-1.5306666666667
"6233",31163,31163,"2023-09-17 18:00:00","FRSEEP","measured",25.158,54.385,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",18,"night","2023-09-17","full_canopy",2023,9,17,16,"2023-09-17 16:59:00",2.62,3.45,4.335,0,0.0646666666666995
"6234",31169,31169,"2023-09-17 19:00:00","FRSEEP","measured",23.7468333333333,55.0866666666667,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",19,"night","2023-09-17","full_canopy",2023,9,17,17,"2023-09-17 17:59:00",1.99,3.67,1.4111666666667,1,0.428833333333401
"6235",31172,31172,"2023-09-17 20:00:00","FRSEEP","measured",23.296,53.8133333333334,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",20,"night","2023-09-17","full_canopy",2023,9,17,18,"2023-09-17 18:59:00",3.51,6.88,0.4508333333333,2,0.811833333333301
"6236",31179,31179,"2023-09-17 21:00:00","FRSEEP","measured",23.7471666666667,49.9233333333333,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",21,"night","2023-09-17","full_canopy",2023,9,17,19,"2023-09-17 19:59:00",6.1,7.79,-0.451166666666701,3,-0.221
"6237",31182,31182,"2023-09-17 22:00:00","FRSEEP","measured",22.0695,56.3166666666666,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",22,"night","2023-09-17","full_canopy",2023,9,17,20,"2023-09-17 20:59:00",6.62,7.81,1.6776666666667,4,-0.417666666666701
"6238",31189,31189,"2023-09-17 23:00:00","FRSEEP","measured",21.328,59.69,1,48.011264,7.819404,"2023-09-17 05:09:05","2023-09-17 17:40:32",23,"night","2023-09-17","full_canopy",2023,9,17,21,"2023-09-17 21:59:00",5.22,6.23,0.741500000000002,5,-0.4316666666667
"6239",31192,31192,"2023-09-18 00:00:00","FRSEEP","measured",20.9778333333333,65.3583333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",0,"night","2023-09-17","full_canopy",2023,9,17,22,"2023-09-17 22:59:00",3.29,4.73,0.350166666666698,6,-0.484500000000001
"6240",31197,31197,"2023-09-18 01:00:00","FRSEEP","measured",19.5841666666667,84.925,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",1,"night","2023-09-17","full_canopy",2023,9,17,23,"2023-09-17 23:59:00",2.89,4.42,1.3936666666666,7,-0.234666666666701
"6241",31205,31205,"2023-09-18 02:00:00","FRSEEP","measured",19.6406666666667,86.6116666666668,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",2,"night","2023-09-18","full_canopy",2023,9,18,0,"2023-09-18 00:59:00",5.55,11.71,-0.0564999999999998,8,-0.229833333333399
"6242",31209,31209,"2023-09-18 03:00:00","FRSEEP","measured",19.0445,92.3133333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",3,"night","2023-09-18","full_canopy",2023,9,18,1,"2023-09-18 01:59:00",4.87,8.13,0.596166666666701,9,-0.3168333333333
"6243",31214,31214,"2023-09-18 04:00:00","FRSEEP","measured",18.2848333333333,93.0383333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",4,"night","2023-09-18","full_canopy",2023,9,18,2,"2023-09-18 02:59:00",6,11.03,0.7596666666667,10,-0.281833333333299
"6244",31218,31218,"2023-09-18 05:00:00","FRSEEP","measured",18.1255,93.7816666666667,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",5,"night","2023-09-18","full_canopy",2023,9,18,3,"2023-09-18 03:59:00",4.73,6.96,0.159333333333301,11,-0.464166666666699
"6245",31225,31225,"2023-09-18 06:00:00","FRSEEP","measured",18.0191666666667,95.0133333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",6,"day","2023-09-18","full_canopy",2023,9,18,4,"2023-09-18 04:59:00",4.04,5.96,0.1063333333333,12,-0.137999999999998
"6246",31227,31227,"2023-09-18 07:00:00","FRSEEP","measured",18.0265,93.0233333333334,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",7,"day","2023-09-18","full_canopy",2023,9,18,5,"2023-09-18 05:59:00",3.55,5.35,-0.00733333333329966,13,-0.1295
"6247",31232,31232,"2023-09-18 08:00:00","FRSEEP","measured",17.9986666666667,93.3383333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",8,"day","2023-09-18","full_canopy",2023,9,18,6,"2023-09-18 06:59:00",3.27,5.32,0.0278333333332981,14,-0.135000000000002
"6248",31240,31240,"2023-09-18 09:00:00","FRSEEP","measured",18.1706666666667,88.7866666666667,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",9,"day","2023-09-18","full_canopy",2023,9,18,7,"2023-09-18 07:59:00",5.36,7.69,-0.172000000000001,15,-0.220500000000001
"6249",31241,31241,"2023-09-18 10:00:00","FRSEEP","measured",18.5506666666667,86.675,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",10,"day","2023-09-18","full_canopy",2023,9,18,8,"2023-09-18 08:59:00",5.15,7.35,-0.379999999999999,16,-0.260333333333399
"6250",31250,31250,"2023-09-18 11:00:00","FRSEEP","measured",20.2036666666667,77.4716666666667,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",11,"day","2023-09-18","full_canopy",2023,9,18,9,"2023-09-18 09:59:00",4.24,6.92,-1.653,17,0.0199999999999996
"6251",31253,31253,"2023-09-18 12:00:00","FRSEEP","measured",21.9031666666667,63.9833333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",12,"day","2023-09-18","full_canopy",2023,9,18,10,"2023-09-18 10:59:00",2.19,4.07,-1.6995,18,0.0578333333332992
"6252",31259,31259,"2023-09-18 13:00:00","FRSEEP","measured",22.5998333333333,60.8216666666666,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",13,"day","2023-09-18","full_canopy",2023,9,18,11,"2023-09-18 11:59:00",2.1,3.78,-0.696666666666601,19,0.3058333333334
"6253",31264,31264,"2023-09-18 14:00:00","FRSEEP","measured",23.0815,56.9116666666667,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",14,"day","2023-09-18","full_canopy",2023,9,18,12,"2023-09-18 12:59:00",2.48,4.27,-0.481666666666698,20,0.176666666666701
"6254",31270,31270,"2023-09-18 15:00:00","FRSEEP","measured",23.2773333333333,55.8233333333333,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",15,"day","2023-09-18","full_canopy",2023,9,18,13,"2023-09-18 13:59:00",4.08,5.71,-0.195833333333301,21,0.141166666666702
"6255",31275,31275,"2023-09-18 16:00:00","FRSEEP","measured",23.0705,55.4016666666667,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",16,"day","2023-09-18","full_canopy",2023,9,18,14,"2023-09-18 14:59:00",3.71,5.4,0.2068333333333,22,-0.324666666666698
"6256",31278,31278,"2023-09-18 17:00:00","FRSEEP","measured",22.6225,55.8883333333334,1,48.011264,7.819404,"2023-09-18 05:10:27","2023-09-18 17:38:26",17,"day","2023-09-18","full_canopy",2023,9,18,15,"2023-09-18 15:59:00",3.13,4.81,0.448,23,-0.763833333333299
