"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_UNIK","temp_diff_MESS"
"1544",7718,7718,"2023-03-06 08:00:00","FRFRIE","measured",2.69500000000001,75.7466666666666,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",8,"day","2023-03-06","leafless",2023,3,6,7,"2023-03-06 07:59:00",2.17,3.21,-0.26,15,0.26133333333333,-0.00666666666668014
"1545",7721,7721,"2023-03-06 09:00:00","FRFRIE","measured",4.13966666666668,67.4883333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",9,"day","2023-03-06","leafless",2023,3,6,8,"2023-03-06 08:59:00",2.65,3.57,-1.44466666666667,16,0.22049999999999,-0.12916666666668
"1546",7730,7730,"2023-03-06 10:00:00","FRFRIE","measured",6.02450000000001,56.2733333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",10,"day","2023-03-06","leafless",2023,3,6,9,"2023-03-06 09:59:00",2.21,3.23,-1.88483333333333,17,-0.117666666666681,0.102166666666649
"1547",7732,7732,"2023-03-06 11:00:00","FRFRIE","measured",6.79116666666667,53.575,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",11,"day","2023-03-06","leafless",2023,3,6,10,"2023-03-06 10:59:00",2.59,4.43,-0.76666666666666,18,-0.22216666666667,-0.0395000000000003
"1548",7738,7738,"2023-03-06 12:00:00","FRFRIE","measured",7.02350000000001,51.5833333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",12,"day","2023-03-06","leafless",2023,3,6,11,"2023-03-06 11:59:00",3.88,5.76,-0.23233333333334,19,0.18099999999999,-0.29433333333334
"1549",7741,7741,"2023-03-06 13:00:00","FRFRIE","measured",6.60716666666668,50.3749999999999,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",13,"day","2023-03-06","leafless",2023,3,6,12,"2023-03-06 12:59:00",4.37,5.76,0.41633333333333,20,0.19716666666666,-0.0440000000000005
"1550",7747,7747,"2023-03-06 14:00:00","FRFRIE","measured",6.37600000000001,50.875,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",14,"day","2023-03-06","leafless",2023,3,6,13,"2023-03-06 13:59:00",4.73,6.81,0.23116666666667,21,0.16016666666666,0.0523333333333298
"1551",7754,7754,"2023-03-06 15:00:00","FRFRIE","measured",6.39316666666667,49.485,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",15,"day","2023-03-06","leafless",2023,3,6,14,"2023-03-06 14:59:00",4.36,6.65,-0.0171666666666601,22,0.11733333333333,0.0838333333333399
"1552",7757,7757,"2023-03-06 16:00:00","FRFRIE","measured",5.72616666666667,54.4483333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",16,"day","2023-03-06","leafless",2023,3,6,15,"2023-03-06 15:59:00",4.13,5.62,0.667,23,0.271666666666669,-0.109500000000001
"1553",7762,7762,"2023-03-06 17:00:00","FRFRIE","measured",4.805,61.3366666666667,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",17,"day","2023-03-06","leafless",2023,3,6,16,"2023-03-06 16:59:00",2.27,4.13,0.921166666666671,0,0.37216666666667,0.197166666666661
"1554",7768,7768,"2023-03-06 18:00:00","FRFRIE","measured",5.07366666666666,56.3283333333334,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",18,"night","2023-03-06","leafless",2023,3,6,17,"2023-03-06 17:59:00",3.37,6.27,-0.26866666666666,1,0.29483333333334,0.204833333333331
"1555",7772,7772,"2023-03-06 19:00:00","FRFRIE","measured",4.93366666666668,57.4083333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",19,"night","2023-03-06","leafless",2023,3,6,18,"2023-03-06 18:59:00",4.44,5.76,0.13999999999998,2,0.2275,0.0711666666666506
"1556",7777,7777,"2023-03-06 20:00:00","FRFRIE","measured",4.27466666666666,62.4550000000001,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",20,"night","2023-03-06","leafless",2023,3,6,19,"2023-03-06 19:59:00",3.36,5.52,0.659000000000019,3,0.444500000000009,0.0940000000000092
"1557",7784,7784,"2023-03-06 21:00:00","FRFRIE","measured",4.26916666666667,61.3033333333334,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",21,"night","2023-03-06","leafless",2023,3,6,20,"2023-03-06 20:59:00",2.55,4.3,0.00549999999999073,4,0.37666666666667,0.16
"1558",7788,7788,"2023-03-06 22:00:00","FRFRIE","measured",4.50849999999999,59.93,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",22,"night","2023-03-06","leafless",2023,3,6,21,"2023-03-06 21:59:00",4.61,6.25,-0.23933333333332,5,0.0613333333333497,-0.0211666666666597
"1559",7791,7791,"2023-03-06 23:00:00","FRFRIE","measured",4.1585,61.3783333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",23,"night","2023-03-06","leafless",2023,3,6,22,"2023-03-06 22:59:00",5.83,8.18,0.34999999999999,6,0.0584999999999996,0.0475000000000101
"1560",7796,7796,"2023-03-07 00:00:00","FRFRIE","measured",4.004,61.815,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",0,"night","2023-03-06","leafless",2023,3,6,23,"2023-03-06 23:59:00",6.31,7.94,0.154500000000001,7,0.0300000000000002,0.0465000000000106
"1561",7802,7802,"2023-03-07 01:00:00","FRFRIE","measured",3.90583333333334,61.7633333333333,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",1,"night","2023-03-07","leafless",2023,3,7,0,"2023-03-07 00:59:00",6.02,7.74,0.0981666666666596,8,0.000833333333320141,0.03016666666666
"1562",7808,7808,"2023-03-07 02:00:00","FRFRIE","measured",3.77666666666667,62.3533333333334,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",2,"night","2023-03-07","leafless",2023,3,7,1,"2023-03-07 01:59:00",5.34,8.08,0.12916666666667,9,0.0269999999999899,0.0549999999999899
"1563",7814,7814,"2023-03-07 03:00:00","FRFRIE","measured",3.87266666666667,61.615,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",3,"night","2023-03-07","leafless",2023,3,7,2,"2023-03-07 02:59:00",4.52,7.02,-0.0960000000000001,10,0.0108333333333301,0.0316666666666698
"1564",7817,7817,"2023-03-07 04:00:00","FRFRIE","measured",3.9275,60.5316666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",4,"night","2023-03-07","leafless",2023,3,7,3,"2023-03-07 03:59:00",5.15,6.52,-0.0548333333333302,11,0.00116666666665965,0.0388333333333399
"1565",7825,7825,"2023-03-07 05:00:00","FRFRIE","measured",3.91199999999999,60.7950000000001,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",5,"night","2023-03-07","leafless",2023,3,7,4,"2023-03-07 04:59:00",5.25,7.58,0.0155000000000101,12,0.000833333333329911,0.0421666666666698
"1566",7829,7829,"2023-03-07 06:00:00","FRFRIE","measured",3.99016666666666,60.4841666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",6,"day","2023-03-07","leafless",2023,3,7,5,"2023-03-07 05:59:00",5.04,6.87,-0.0781666666666698,13,-0.0734999999999801,0.00183333333335023
"1567",7831,7831,"2023-03-07 07:00:00","FRFRIE","measured",4.05250000000001,57.7216666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",7,"day","2023-03-07","leafless",2023,3,7,6,"2023-03-07 06:59:00",5.3,7.12,-0.06233333333335,14,0.0163333333333302,-0.00416666666667975
"1568",7839,7839,"2023-03-07 08:00:00","FRFRIE","measured",4.50933333333333,54.2283333333333,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",8,"day","2023-03-07","leafless",2023,3,7,7,"2023-03-07 07:59:00",4.7,6.58,-0.45683333333332,15,0.13450000000002,-0.0484999999999998
"1569",7842,7842,"2023-03-07 09:00:00","FRFRIE","measured",4.94166666666667,53.5366666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",9,"day","2023-03-07","leafless",2023,3,7,8,"2023-03-07 08:59:00",4.8,7.08,-0.43233333333334,16,0.17266666666667,-0.0764999999999896
"1570",7849,7849,"2023-03-07 10:00:00","FRFRIE","measured",5.54416666666667,52.1133333333333,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",10,"day","2023-03-07","leafless",2023,3,7,9,"2023-03-07 09:59:00",5.33,7.5,-0.6025,17,0.15433333333333,0.37740226348241
"1571",7854,7854,"2023-03-07 11:00:00","FRFRIE","measured",6.30533333333335,47.5566666666666,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",11,"day","2023-03-07","leafless",2023,3,7,10,"2023-03-07 10:59:00",6.16,8.38,-0.76116666666668,18,0.13899999999998,-0.0413333333333501
"1572",7859,7859,"2023-03-07 12:00:00","FRFRIE","measured",7.57000000000001,41.28,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",12,"day","2023-03-07","leafless",2023,3,7,11,"2023-03-07 11:59:00",5.39,8.11,-1.26466666666666,19,-0.41633333333333,-0.42333333333334
"1573",7864,7864,"2023-03-07 13:00:00","FRFRIE","measured",9.25,38.0016666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",13,"day","2023-03-07","leafless",2023,3,7,12,"2023-03-07 12:59:00",4.9,7.37,-1.67999999999999,20,-0.259666666666661,-0.23966666666667
"1574",7867,7867,"2023-03-07 14:00:00","FRFRIE","measured",8.20816666666667,40.5050000000001,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",14,"day","2023-03-07","leafless",2023,3,7,13,"2023-03-07 13:59:00",6.32,8.09,1.04183333333333,21,-0.24,0.311999999999999
"1575",7875,7875,"2023-03-07 15:00:00","FRFRIE","measured",7.40566666666667,43.8133333333333,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",15,"day","2023-03-07","leafless",2023,3,7,14,"2023-03-07 14:59:00",6.25,8.33,0.8025,22,0.20233333333334,0.0108333333333297
"1576",7878,7878,"2023-03-07 16:00:00","FRFRIE","measured",7.093,44.42,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",16,"day","2023-03-07","leafless",2023,3,7,15,"2023-03-07 15:59:00",4.99,7.68,0.31266666666667,23,-0.0473333333333397,0.49583333333334
"1577",7885,7885,"2023-03-07 17:00:00","FRFRIE","measured",6.104,47.1583333333333,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",17,"day","2023-03-07","leafless",2023,3,7,16,"2023-03-07 16:59:00",5.29,7.45,0.989,0,0.113499999999989,0.23383333333333
"1578",7888,7888,"2023-03-07 18:00:00","FRFRIE","measured",5.59183333333333,49.1183333333334,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",18,"night","2023-03-07","leafless",2023,3,7,17,"2023-03-07 17:59:00",5.31,6.91,0.51216666666667,1,0.13433333333333,-0.0156666666666601
"1579",7894,7894,"2023-03-07 19:00:00","FRFRIE","measured",5.40383333333333,50.3483333333334,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",19,"night","2023-03-07","leafless",2023,3,7,18,"2023-03-07 18:59:00",5.35,7.2,0.188,2,0.143999999999999,-0.0463333333333305
"1580",7896,7896,"2023-03-07 20:00:00","FRFRIE","measured",5.10983333333333,50.95,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",20,"night","2023-03-07","leafless",2023,3,7,19,"2023-03-07 19:59:00",5.73,7.93,0.294,3,0.0114999999999998,0.0486666666666702
"1581",7901,7901,"2023-03-07 21:00:00","FRFRIE","measured",4.82850000000001,55.095,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",21,"night","2023-03-07","leafless",2023,3,7,20,"2023-03-07 20:59:00",7.36,9.89,0.28133333333332,4,0.0173333333333199,0.0463333333333305
"1582",7907,7907,"2023-03-07 22:00:00","FRFRIE","measured",4.72766666666666,57.0266666666667,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",22,"night","2023-03-07","leafless",2023,3,7,21,"2023-03-07 21:59:00",7.04,9.61,0.10083333333335,5,-0.0176666666666501,0.0276666666666703
"1583",7912,7912,"2023-03-07 23:00:00","FRFRIE","measured",4.443,58.4533333333334,1,48.010887,7.841538,"2023-03-07 06:00:27","2023-03-07 17:22:00",23,"night","2023-03-07","leafless",2023,3,7,22,"2023-03-07 22:59:00",6.01,9.13,0.28466666666666,6,-0.0214999999999996,0.0741666666666703
"1584",7917,7917,"2023-03-08 00:00:00","FRFRIE","measured",4.20383333333333,60.5416666666667,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",0,"night","2023-03-07","leafless",2023,3,7,23,"2023-03-07 23:59:00",6.94,9.59,0.239166666666669,7,-0.0344999999999898,0.02850000000001
"1585",7925,7925,"2023-03-08 01:00:00","FRFRIE","measured",4.15950000000001,59.005,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",1,"night","2023-03-08","leafless",2023,3,8,0,"2023-03-08 00:59:00",5.63,7.98,0.04433333333332,8,0.0196666666666596,0.0208333333333295
"1586",7926,7926,"2023-03-08 02:00:00","FRFRIE","measured",4.22583333333334,55.8583333333333,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",2,"night","2023-03-08","leafless",2023,3,8,1,"2023-03-08 01:59:00",4.9,7.2,-0.06633333333333,9,0.0156666666666601,-0.0293333333333301
"1587",7932,7932,"2023-03-08 03:00:00","FRFRIE","measured",4.05183333333333,59.86,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",3,"night","2023-03-08","leafless",2023,3,8,2,"2023-03-08 02:59:00",3.73,7.05,0.17400000000001,10,0.17683333333333,0.0833333333333401
"1588",7940,7940,"2023-03-08 04:00:00","FRFRIE","measured",5.60216666666667,54.8316666666667,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",4,"night","2023-03-08","leafless",2023,3,8,3,"2023-03-08 03:59:00",4.67,8.08,-1.55033333333334,11,-0.11766666666667,-0.0718333333333394
"1589",7943,7943,"2023-03-08 05:00:00","FRFRIE","measured",5.98100000000001,53.7266666666666,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",5,"night","2023-03-08","leafless",2023,3,8,4,"2023-03-08 04:59:00",4.14,7.61,-0.37883333333334,12,-0.0725000000000193,0.0616666666666603
"1590",7948,7948,"2023-03-08 06:00:00","FRFRIE","measured",5.76366666666666,55.815,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",6,"day","2023-03-08","leafless",2023,3,8,5,"2023-03-08 05:59:00",2.65,5.07,0.217333333333349,13,-0.08883333333333,-0.00283333333331992
"1591",7954,7954,"2023-03-08 07:00:00","FRFRIE","measured",5.31675000000001,61.1908333333333,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",7,"day","2023-03-08","leafless",2023,3,8,6,"2023-03-08 06:59:00",2.48,4.02,0.446916666666651,14,-0.0254166666666693,0.11891666666666
"1592",7959,7959,"2023-03-08 08:00:00","FRFRIE","measured",6.99083333333334,63.4700000000001,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",8,"day","2023-03-08","leafless",2023,3,8,7,"2023-03-08 07:59:00",2.56,8.59,-1.67408333333333,15,0.0818333333333401,-0.00766666666666982
"1593",7961,7961,"2023-03-08 09:00:00","FRFRIE","measured",9.38883333333333,61.3933333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",9,"day","2023-03-08","leafless",2023,3,8,8,"2023-03-08 08:59:00",7.59,10.67,-2.39799999999999,16,0.00616666666666887,-0.130666666666661
"1594",7967,7967,"2023-03-08 10:00:00","FRFRIE","measured",9.6145,67.7816666666667,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",10,"day","2023-03-08","leafless",2023,3,8,9,"2023-03-08 09:59:00",6.95,10.27,-0.225666666666669,17,0.132666666666671,-0.12716666666666
"1595",7971,7971,"2023-03-08 11:00:00","FRFRIE","measured",10.3875,75.24,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",11,"day","2023-03-08","leafless",2023,3,8,10,"2023-03-08 10:59:00",8.6,12.74,-0.773,18,0.0303333333333011,-0.0633333333332988
"1596",7979,7979,"2023-03-08 12:00:00","FRFRIE","measured",11.4906666666667,73.9633333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",12,"day","2023-03-08","leafless",2023,3,8,11,"2023-03-08 11:59:00",7.56,10.37,-1.1031666666667,19,-0.0161666666666989,-0.0990000000000002
"1597",7982,7982,"2023-03-08 13:00:00","FRFRIE","measured",12.6118333333333,70.4466666666666,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",13,"day","2023-03-08","leafless",2023,3,8,12,"2023-03-08 12:59:00",9.28,13.8,-1.1211666666666,20,-0.0248333333332997,-0.0648333333332989
"1598",7988,7988,"2023-03-08 14:00:00","FRFRIE","measured",13.3755,66.67,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",14,"day","2023-03-08","leafless",2023,3,8,13,"2023-03-08 13:59:00",9.17,13.29,-0.763666666666701,21,-0.118,-0.025166666666701
"1599",7991,7991,"2023-03-08 15:00:00","FRFRIE","measured",13.5791666666667,66.3783333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",15,"day","2023-03-08","leafless",2023,3,8,14,"2023-03-08 14:59:00",9.62,13.22,-0.203666666666699,22,-0.0898333333333987,0.00316666666660126
"1600",7996,7996,"2023-03-08 16:00:00","FRFRIE","measured",12.414,76.1683333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",16,"day","2023-03-08","leafless",2023,3,8,15,"2023-03-08 15:59:00",7.59,12.02,1.1651666666667,23,-0.0288333333332993,-0.0311666666666994
"1601",8001,8001,"2023-03-08 17:00:00","FRFRIE","measured",11.6168333333333,79.6066666666666,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",17,"day","2023-03-08","leafless",2023,3,8,16,"2023-03-08 16:59:00",7.7,12.48,0.797166666666699,0,0.0199999999999996,-0.0609999999999999
"1602",8008,8008,"2023-03-08 18:00:00","FRFRIE","measured",11.1325,84.665,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",18,"night","2023-03-08","leafless",2023,3,8,17,"2023-03-08 17:59:00",8.95,12.14,0.4843333333333,1,-0.073833333333301,0.0436666666667005
"1603",8015,8015,"2023-03-08 19:00:00","FRFRIE","measured",12.0731666666667,80.8333333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",19,"night","2023-03-08","leafless",2023,3,8,18,"2023-03-08 18:59:00",8.79,12.68,-0.940666666666699,2,-0.126666666666699,-0.0953333333334001
"1604",8017,8017,"2023-03-08 20:00:00","FRFRIE","measured",12.804,75.57,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",20,"night","2023-03-08","leafless",2023,3,8,19,"2023-03-08 19:59:00",7.52,12.23,-0.730833333333301,3,-0.0225000000000009,-0.201833333333301
"1605",8025,8025,"2023-03-08 21:00:00","FRFRIE","measured",13.4471666666667,69.5883333333333,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",21,"night","2023-03-08","leafless",2023,3,8,20,"2023-03-08 20:59:00",9.15,13.8,-0.6431666666667,4,-0.147166666666699,-0.123833333333399
"1606",8029,8029,"2023-03-08 22:00:00","FRFRIE","measured",12.8563333333333,74.9966666666667,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",22,"night","2023-03-08","leafless",2023,3,8,21,"2023-03-08 21:59:00",9.62,16.29,0.5908333333334,5,-0.0823333333333007,-0.0991666666665996
"1607",8034,8034,"2023-03-08 23:00:00","FRFRIE","measured",12.9148333333333,74.1483333333334,1,48.010887,7.841538,"2023-03-08 05:58:27","2023-03-08 17:23:30",23,"night","2023-03-08","leafless",2023,3,8,22,"2023-03-08 22:59:00",8.11,12.06,-0.0585000000000004,6,-0.217833333333301,-0.0796666666666006
"1608",8040,8040,"2023-03-09 00:00:00","FRFRIE","measured",12.479,78.3816666666666,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",0,"night","2023-03-08","leafless",2023,3,8,23,"2023-03-08 23:59:00",9.72,14.06,0.435833333333301,7,0.00483333333330016,0.0523333333333014
"1609",8045,8045,"2023-03-09 01:00:00","FRFRIE","measured",12.5833333333333,76.6633333333334,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",1,"night","2023-03-09","leafless",2023,3,9,0,"2023-03-09 00:59:00",9.57,14.05,-0.104333333333301,8,0.00316666666669896,0.202
"1610",8049,8049,"2023-03-09 02:00:00","FRFRIE","measured",12.5451666666667,71.3966666666667,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",2,"night","2023-03-09","leafless",2023,3,9,1,"2023-03-09 01:59:00",9.6,16.05,0.0381666666665996,9,-0.0445000000000011,0.0298333333332987
"1611",8051,8051,"2023-03-09 03:00:00","FRFRIE","measured",9.72783333333333,89.5550000000001,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",3,"night","2023-03-09","leafless",2023,3,9,2,"2023-03-09 02:59:00",8.42,14.34,2.81733333333337,10,0.17733333333333,0.228333333333341
"1612",8059,8059,"2023-03-09 04:00:00","FRFRIE","measured",9.14366666666667,92.3066666666666,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",4,"night","2023-03-09","leafless",2023,3,9,3,"2023-03-09 03:59:00",4.89,9.08,0.584166666666659,11,0.0169999999999995,0.23716666666666
"1613",8064,8064,"2023-03-09 05:00:00","FRFRIE","measured",9.88250000000001,85.46,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",5,"night","2023-03-09","leafless",2023,3,9,4,"2023-03-09 04:59:00",5.24,9.04,-0.738833333333339,12,-0.033500000000009,0.156333333333292
"1614",8070,8070,"2023-03-09 06:00:00","FRFRIE","measured",10.352,79.77,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",6,"day","2023-03-09","leafless",2023,3,9,5,"2023-03-09 05:59:00",5.94,8.3,-0.469499999999991,13,-0.0796666666667001,0.0789999999999988
"1615",8073,8073,"2023-03-09 07:00:00","FRFRIE","measured",10.7168333333333,76.35,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",7,"day","2023-03-09","leafless",2023,3,9,6,"2023-03-09 06:59:00",7.27,10.35,-0.3648333333333,14,-0.00716666666659904,-0.0428333333333004
"1616",8076,8076,"2023-03-09 08:00:00","FRFRIE","measured",10.8203333333333,75.95,1,48.010887,7.841538,"2023-03-09 05:56:27","2023-03-09 17:25:00",8,"day","2023-03-09","leafless",2023,3,9,7,"2023-03-09 07:59:00",9.52,12.49,-0.1035,15,0.0604999999999993,-0.0534999999999997
