"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_UNIK","temp_diff_MESS"
"1459",7293,7293,"2023-03-02 19:00:00","FRFRIE","measured",3.44224999999999,75.4116666666666,1,48.010887,7.841538,"2023-03-02 06:10:16","2023-03-02 17:14:26",19,"night","2023-03-02","leafless",2023,3,2,18,"2023-03-02 18:59:00",1.18,1.65,0.58475000000001,2,0.80841666666668,0.63541666666668
"1460",7297,7297,"2023-03-02 20:00:00","FRFRIE","measured",2.34433333333333,79.3850000000001,1,48.010887,7.841538,"2023-03-02 06:10:16","2023-03-02 17:14:26",20,"night","2023-03-02","leafless",2023,3,2,19,"2023-03-02 19:59:00",1.32,3.35,1.09791666666666,3,0.93733333333334,0.21266666666668
"1461",7304,7304,"2023-03-02 21:00:00","FRFRIE","measured",2.50833333333334,79.4450000000001,1,48.010887,7.841538,"2023-03-02 06:10:16","2023-03-02 17:14:26",21,"night","2023-03-02","leafless",2023,3,2,20,"2023-03-02 20:59:00",2.71,3.67,-0.16400000000001,4,0.59316666666667,0.40783333333333
"1462",7310,7310,"2023-03-02 22:00:00","FRFRIE","measured",1.07275,84.8916666666667,1,48.010887,7.841538,"2023-03-02 06:10:16","2023-03-02 17:14:26",22,"night","2023-03-02","leafless",2023,3,2,21,"2023-03-02 21:59:00",1.23,2.03,1.43558333333334,5,0.97108333333333,0.39808333333334
"1463",7311,7311,"2023-03-02 23:00:00","FRFRIE","measured",1.06658333333333,86.1808333333334,1,48.010887,7.841538,"2023-03-02 06:10:16","2023-03-02 17:14:26",23,"night","2023-03-02","leafless",2023,3,2,22,"2023-03-02 22:59:00",1.62,4.08,0.00616666666666998,6,1.04841666666667,-0.00908333333334022
"1464",7317,7317,"2023-03-03 00:00:00","FRFRIE","measured",0.692833333333342,86.7449999999999,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",0,"night","2023-03-02","leafless",2023,3,2,23,"2023-03-02 23:59:00",2.84,4.18,0.373749999999988,7,0.915166666666668,0.0649999999999931
"1465",7322,7322,"2023-03-03 01:00:00","FRFRIE","measured",-0.773666666666669,92.2500000000001,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",1,"night","2023-03-03","leafless",2023,3,3,0,"2023-03-03 00:59:00",1.03,1.91,1.46650000000001,8,1.21066666666666,0.212833333333338
"1466",7328,7328,"2023-03-03 02:00:00","FRFRIE","measured",-0.927333333333329,94.2116666666666,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",2,"night","2023-03-03","leafless",2023,3,3,1,"2023-03-03 01:59:00",2.3,3.99,0.15366666666666,9,1.47416666666667,0.110166666666665
"1467",7334,7334,"2023-03-03 03:00:00","FRFRIE","measured",-1.3115,95.3683333333334,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",3,"night","2023-03-03","leafless",2023,3,3,2,"2023-03-03 02:59:00",1.98,2.9,0.384166666666671,10,1.73833333333334,0.20549999999999
"1468",7336,7336,"2023-03-03 04:00:00","FRFRIE","measured",-1.6955,96.5116666666667,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",4,"night","2023-03-03","leafless",2023,3,3,3,"2023-03-03 03:59:00",1.42,3.61,0.384,11,1.08483333333334,0.24366666666667
"1469",7341,7341,"2023-03-03 05:00:00","FRFRIE","measured",-1.11933333333334,96.9758333333333,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",5,"night","2023-03-03","leafless",2023,3,3,4,"2023-03-03 04:59:00",0.79,1.6,-0.57616666666666,12,1.28333333333334,0.360666666666673
"1470",7348,7348,"2023-03-03 06:00:00","FRFRIE","measured",-0.345166666666665,95.0666666666668,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",6,"night","2023-03-03","leafless",2023,3,3,5,"2023-03-03 05:59:00",0.85,1.7,-0.774166666666675,13,1.14966666666667,0.426499999999998
"1471",7351,7351,"2023-03-03 07:00:00","FRFRIE","measured",0.326666666666675,91.2549999999999,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",7,"day","2023-03-03","leafless",2023,3,3,6,"2023-03-03 06:59:00",0.48,0.48,-0.67183333333334,14,0.842666666666655,0.403999999999993
"1472",7360,7360,"2023-03-03 08:00:00","FRFRIE","measured",1.79583333333333,87.3300000000001,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",8,"day","2023-03-03","leafless",2023,3,3,7,"2023-03-03 07:59:00",0.81,1.41,-1.46916666666666,15,0.21033333333333,-0.12166666666666
"1473",7364,7364,"2023-03-03 09:00:00","FRFRIE","measured",3.03816666666667,81.24,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",9,"day","2023-03-03","leafless",2023,3,3,8,"2023-03-03 08:59:00",1.36,1.89,-1.24233333333334,16,-0.16633333333333,-0.12683333333333
"1474",7370,7370,"2023-03-03 10:00:00","FRFRIE","measured",4.4185,75.2316666666667,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",10,"day","2023-03-03","leafless",2023,3,3,9,"2023-03-03 09:59:00",2.09,3.02,-1.38033333333333,17,-0.42533333333332,-0.11283333333332
"1475",7374,7374,"2023-03-03 11:00:00","FRFRIE","measured",6.27366666666667,67.4333333333334,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",11,"day","2023-03-03","leafless",2023,3,3,10,"2023-03-03 10:59:00",2.75,3.49,-1.85516666666667,18,-0.70500000000001,0.133999999999991
"1476",7380,7380,"2023-03-03 12:00:00","FRFRIE","measured",7.52016666666667,64.0100000000001,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",12,"day","2023-03-03","leafless",2023,3,3,11,"2023-03-03 11:59:00",2.87,3.85,-1.2465,19,-0.6285,0.17316666666667
"1477",7382,7382,"2023-03-03 13:00:00","FRFRIE","measured",8.77233333333335,60.0516666666667,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",13,"day","2023-03-03","leafless",2023,3,3,12,"2023-03-03 12:59:00",2.49,3.39,-1.25216666666668,20,-1.16683333333335,-0.574000000000019
"1478",7390,7390,"2023-03-03 14:00:00","FRFRIE","measured",8.39800000000001,61.1949999999999,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",14,"day","2023-03-03","leafless",2023,3,3,13,"2023-03-03 13:59:00",3.1,4.15,0.37433333333334,21,-0.471000000000021,0.27216666666666
"1479",7395,7395,"2023-03-03 15:00:00","FRFRIE","measured",8.71733333333334,60.7766666666666,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",15,"day","2023-03-03","leafless",2023,3,3,14,"2023-03-03 14:59:00",2.79,3.74,-0.319333333333329,22,-1.1825,0.968666666666671
"1480",7396,7396,"2023-03-03 16:00:00","FRFRIE","measured",8.01216666666668,62.3066666666666,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",16,"day","2023-03-03","leafless",2023,3,3,15,"2023-03-03 15:59:00",2.59,3.63,0.70516666666666,23,-0.18766666666669,0.188833333333321
"1481",7404,7404,"2023-03-03 17:00:00","FRFRIE","measured",7.36483333333333,65.5433333333334,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",17,"day","2023-03-03","leafless",2023,3,3,16,"2023-03-03 16:59:00",2.51,3.39,0.64733333333335,0,0.0523333333333404,0.16033333333334
"1482",7406,7406,"2023-03-03 18:00:00","FRFRIE","measured",6.35083333333334,70.035,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",18,"night","2023-03-03","leafless",2023,3,3,17,"2023-03-03 17:59:00",1.26,2.15,1.01399999999999,1,0.6285,0.39566666666666
"1483",7415,7415,"2023-03-03 19:00:00","FRFRIE","measured",5.17266666666666,75.955,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",19,"night","2023-03-03","leafless",2023,3,3,18,"2023-03-03 18:59:00",1.54,2.47,1.17816666666668,2,0.99550000000002,0.50566666666668
"1484",7419,7419,"2023-03-03 20:00:00","FRFRIE","measured",4.27416666666667,81.29,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",20,"night","2023-03-03","leafless",2023,3,3,19,"2023-03-03 19:59:00",2.06,3.41,0.898499999999991,3,1.15883333333334,0.32433333333333
"1485",7422,7422,"2023-03-03 21:00:00","FRFRIE","measured",2.51933333333332,87.7350000000002,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",21,"night","2023-03-03","leafless",2023,3,3,20,"2023-03-03 20:59:00",2.04,3.27,1.75483333333335,4,1.74183333333335,0.54500000000002
"1486",7426,7426,"2023-03-03 22:00:00","FRFRIE","measured",1.49283333333334,92.63,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",22,"night","2023-03-03","leafless",2023,3,3,21,"2023-03-03 21:59:00",0.97,1.92,1.02649999999998,5,1.36583333333334,0.44899999999999
"1487",7434,7434,"2023-03-03 23:00:00","FRFRIE","measured",0.843999999999993,95.2583333333336,1,48.010887,7.841538,"2023-03-03 06:08:20","2023-03-03 17:15:58",23,"night","2023-03-03","leafless",2023,3,3,22,"2023-03-03 22:59:00",0.7,1.53,0.648833333333347,6,1.20133333333335,0.365166666666677
"1488",7439,7439,"2023-03-04 00:00:00","FRFRIE","measured",0.0268333333333377,97.1516666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",0,"night","2023-03-03","leafless",2023,3,3,23,"2023-03-03 23:59:00",1.09,2.14,0.817166666666655,7,1.23233333333333,0.357666666666662
"1489",7445,7445,"2023-03-04 01:00:00","FRFRIE","measured",-0.575166666666654,97.9816666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",1,"night","2023-03-04","leafless",2023,3,4,0,"2023-03-04 00:59:00",1.56,2.14,0.601999999999992,8,1.93483333333331,0.499999999999982
"1490",7448,7448,"2023-03-04 02:00:00","FRFRIE","measured",-0.912333333333336,98.2099999999999,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",2,"night","2023-03-04","leafless",2023,3,4,1,"2023-03-04 01:59:00",0.78,1.62,0.337166666666682,9,1.33150000000001,0.406666666666672
"1491",7452,7452,"2023-03-04 03:00:00","FRFRIE","measured",-1.15366666666667,99.0316666666666,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",3,"night","2023-03-04","leafless",2023,3,4,2,"2023-03-04 02:59:00",1.25,2.08,0.241333333333334,10,1.3255,0.284000000000006
"1492",7458,7458,"2023-03-04 04:00:00","FRFRIE","measured",-1.625,98.6550000000001,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",4,"night","2023-03-04","leafless",2023,3,4,3,"2023-03-04 03:59:00",1.3,1.78,0.47133333333333,11,1.55183333333333,0.38099999999999
"1493",7464,7464,"2023-03-04 05:00:00","FRFRIE","measured",-1.89516666666666,98.8316666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",5,"night","2023-03-04","leafless",2023,3,4,4,"2023-03-04 04:59:00",0.99,1.64,0.27016666666666,12,1.3025,0.33749999999999
"1494",7469,7469,"2023-03-04 06:00:00","FRFRIE","measured",-1.99683333333333,99.6783333333333,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",6,"night","2023-03-04","leafless",2023,3,4,5,"2023-03-04 05:59:00",1.13,1.86,0.10166666666667,13,1.288,0.38466666666666
"1495",7472,7472,"2023-03-04 07:00:00","FRFRIE","measured",-1.2695,98.3183333333333,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",7,"day","2023-03-04","leafless",2023,3,4,6,"2023-03-04 06:59:00",1.13,1.75,-0.72733333333333,14,0.707999999999997,-0.19900000000001
"1496",7480,7480,"2023-03-04 08:00:00","FRFRIE","measured",-0.396666666666662,95.5433333333334,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",8,"day","2023-03-04","leafless",2023,3,4,7,"2023-03-04 07:59:00",1.31,2.59,-0.872833333333338,15,0.330666666666664,-0.05950000000001
"1497",7482,7482,"2023-03-04 09:00:00","FRFRIE","measured",0.065000000000006,93.2833333333333,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",9,"day","2023-03-04","leafless",2023,3,4,8,"2023-03-04 08:59:00",2.12,2.79,-0.461666666666668,16,0.074833333333334,-0.145166666666664
"1498",7488,7488,"2023-03-04 10:00:00","FRFRIE","measured",0.437000000000008,91.325,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",10,"day","2023-03-04","leafless",2023,3,4,9,"2023-03-04 09:59:00",1.74,3.1,-0.372000000000002,17,-0.065666666666684,-0.095333333333331
"1499",7495,7495,"2023-03-04 11:00:00","FRFRIE","measured",1.4425,86.6666666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",11,"day","2023-03-04","leafless",2023,3,4,10,"2023-03-04 10:59:00",1.7,2.77,-1.00549999999999,18,-0.11466666666667,0.0570000000000102
"1500",7496,7496,"2023-03-04 12:00:00","FRFRIE","measured",3.7805,76.7166666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",12,"day","2023-03-04","leafless",2023,3,4,11,"2023-03-04 11:59:00",1.58,2.7,-2.338,19,-0.54966666666666,0.0575000000000099
"1501",7503,7503,"2023-03-04 13:00:00","FRFRIE","measured",6.84666666666667,65.265,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",13,"day","2023-03-04","leafless",2023,3,4,12,"2023-03-04 12:59:00",2.49,4.22,-3.06616666666667,20,-1.46816666666666,0.57433333333333
"1502",7506,7506,"2023-03-04 14:00:00","FRFRIE","measured",8.459,57.34,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",14,"day","2023-03-04","leafless",2023,3,4,13,"2023-03-04 13:59:00",2.76,4.02,-1.61233333333333,21,-2.42316666666667,1.2285
"1503",7511,7511,"2023-03-04 15:00:00","FRFRIE","measured",8.57683333333332,52.4750000000001,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",15,"day","2023-03-04","leafless",2023,3,4,14,"2023-03-04 14:59:00",2.56,4.59,-0.117833333333321,22,-1.48849999999998,1.47799999999998
"1504",7518,7518,"2023-03-04 16:00:00","FRFRIE","measured",6.75316666666668,57.655,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",16,"day","2023-03-04","leafless",2023,3,4,15,"2023-03-04 15:59:00",4.36,5.74,1.82366666666664,23,-0.527833333333341,0.932833333333329
"1505",7522,7522,"2023-03-04 17:00:00","FRFRIE","measured",4.57033333333335,63.7233333333334,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",17,"day","2023-03-04","leafless",2023,3,4,16,"2023-03-04 16:59:00",4.01,5.56,2.18283333333333,0,0.25349999999998,0.36516666666664
"1506",7530,7530,"2023-03-04 18:00:00","FRFRIE","measured",2.96816666666667,70.25,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",18,"night","2023-03-04","leafless",2023,3,4,17,"2023-03-04 17:59:00",3.93,5.73,1.60216666666668,1,0.3595,-0.0194999999999999
"1507",7531,7531,"2023-03-04 19:00:00","FRFRIE","measured",2.69250000000001,71.295,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",19,"night","2023-03-04","leafless",2023,3,4,18,"2023-03-04 18:59:00",3.21,5.66,0.27566666666666,2,0.15549999999999,-0.0335000000000001
"1508",7536,7536,"2023-03-04 20:00:00","FRFRIE","measured",2.12083333333332,73.2616666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",20,"night","2023-03-04","leafless",2023,3,4,19,"2023-03-04 19:59:00",3.07,4.5,0.57166666666669,3,0.30500000000002,-0.16183333333332
"1509",7541,7541,"2023-03-04 21:00:00","FRFRIE","measured",0.185666666666672,81.9016666666667,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",21,"night","2023-03-04","leafless",2023,3,4,20,"2023-03-04 20:59:00",1.35,2.38,1.93516666666665,4,1.22716666666667,0.124999999999988
"1510",7548,7548,"2023-03-04 22:00:00","FRFRIE","measured",-0.440333333333328,84.85,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",22,"night","2023-03-04","leafless",2023,3,4,21,"2023-03-04 21:59:00",0.84,1.69,0.626,5,1.15800000000001,0.020333333333329
"1511",7551,7551,"2023-03-04 23:00:00","FRFRIE","measured",-1.273,88.4633333333334,1,48.010887,7.841538,"2023-03-04 06:06:22","2023-03-04 17:17:29",23,"night","2023-03-04","leafless",2023,3,4,22,"2023-03-04 22:59:00",0.85,2.16,0.832666666666672,6,1.58450000000001,0.148
"1512",7557,7557,"2023-03-05 00:00:00","FRFRIE","measured",-0.446666666666674,86.3216666666667,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",0,"night","2023-03-04","leafless",2023,3,4,23,"2023-03-04 23:59:00",2.73,5.29,-0.826333333333326,7,1.28800000000001,-0.473833333333325
"1513",7565,7565,"2023-03-05 01:00:00","FRFRIE","measured",-1.15999999999999,87.3633333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",1,"night","2023-03-05","leafless",2023,3,5,0,"2023-03-05 00:59:00",5,6.98,0.713333333333316,8,1.02733333333331,-0.18050000000002
"1514",7568,7568,"2023-03-05 02:00:00","FRFRIE","measured",-1.3645,88.7783333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",2,"night","2023-03-05","leafless",2023,3,5,1,"2023-03-05 01:59:00",2.24,3.85,0.20450000000001,9,1.08950000000001,-0.22416666666666
"1515",7571,7571,"2023-03-05 03:00:00","FRFRIE","measured",-1.89516666666667,90.7383333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",3,"night","2023-03-05","leafless",2023,3,5,2,"2023-03-05 02:59:00",1.99,4.73,0.53066666666667,10,0.984833333333348,0.14816666666668
"1516",7580,7580,"2023-03-05 04:00:00","FRFRIE","measured",-0.777333333333337,87.2833333333334,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",4,"night","2023-03-05","leafless",2023,3,5,3,"2023-03-05 03:59:00",2.41,3.75,-1.11783333333333,11,0.705666666666673,-0.171666666666662
"1517",7585,7585,"2023-03-05 05:00:00","FRFRIE","measured",-0.182333333333329,83.8283333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",5,"night","2023-03-05","leafless",2023,3,5,4,"2023-03-05 04:59:00",1.93,2.45,-0.595000000000008,12,0.558333333333333,0.06
"1518",7587,7587,"2023-03-05 06:00:00","FRFRIE","measured",-0.300666666666668,85.055,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",6,"night","2023-03-05","leafless",2023,3,5,5,"2023-03-05 05:59:00",1.27,1.91,0.118333333333339,13,0.971333333333336,0.270333333333332
"1519",7592,7592,"2023-03-05 07:00:00","FRFRIE","measured",-0.151833333333333,86.6783333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",7,"day","2023-03-05","leafless",2023,3,5,6,"2023-03-05 06:59:00",0.6,1.64,-0.148833333333335,14,1.05333333333335,0.358000000000003
"1520",7598,7598,"2023-03-05 08:00:00","FRFRIE","measured",0.831000000000015,83.7066666666666,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",8,"day","2023-03-05","leafless",2023,3,5,7,"2023-03-05 07:59:00",0.77,1.85,-0.982833333333348,15,0.470166666666655,0.151833333333316
"1521",7603,7603,"2023-03-05 09:00:00","FRFRIE","measured",2.45266666666666,78.01,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",9,"day","2023-03-05","leafless",2023,3,5,8,"2023-03-05 08:59:00",0.61,1.57,-1.62166666666664,16,0.19033333333334,-0.02416666666665
"1522",7607,7607,"2023-03-05 10:00:00","FRFRIE","measured",3.39383333333332,71.8250000000002,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",10,"day","2023-03-05","leafless",2023,3,5,9,"2023-03-05 09:59:00",1.27,2.17,-0.94116666666666,17,-0.20566666666665,0.1095
"1523",7614,7614,"2023-03-05 11:00:00","FRFRIE","measured",4.98383333333333,65.4216666666668,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",11,"day","2023-03-05","leafless",2023,3,5,10,"2023-03-05 10:59:00",2.34,2.99,-1.59000000000001,18,-0.41433333333333,0.36933333333335
"1524",7616,7616,"2023-03-05 12:00:00","FRFRIE","measured",7.2365,58.1966666666667,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",12,"day","2023-03-05","leafless",2023,3,5,11,"2023-03-05 11:59:00",2.87,4.28,-2.25266666666667,19,-0.95683333333333,-0.0618333333333307
"1525",7622,7622,"2023-03-05 13:00:00","FRFRIE","measured",7.3115,57.7216666666667,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",13,"day","2023-03-05","leafless",2023,3,5,12,"2023-03-05 12:59:00",3.12,4.08,-0.0749999999999993,20,-0.61983333333333,0.04833333333334
"1526",7627,7627,"2023-03-05 14:00:00","FRFRIE","measured",7.35908333333333,54.1425,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",14,"day","2023-03-05","leafless",2023,3,5,13,"2023-03-05 13:59:00",2.69,3.64,-0.0475833333333302,21,-0.32691666666667,-0.15141666666666
"1527",7634,7634,"2023-03-05 15:00:00","FRFRIE","measured",7.02033333333334,53.5466666666667,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",15,"day","2023-03-05","leafless",2023,3,5,14,"2023-03-05 14:59:00",3.33,4.36,0.338749999999989,22,-0.226,-0.15333333333334
"1528",7640,7640,"2023-03-05 16:00:00","FRFRIE","measured",6.54183333333334,57.7849999999999,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",16,"day","2023-03-05","leafless",2023,3,5,15,"2023-03-05 15:59:00",2.71,3.73,0.4785,23,-0.13366666666668,-0.17716666666666
"1529",7645,7645,"2023-03-05 17:00:00","FRFRIE","measured",5.65483333333334,60.9600000000001,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",17,"day","2023-03-05","leafless",2023,3,5,16,"2023-03-05 16:59:00",2.87,3.37,0.887,0,0.17716666666666,-0.0926666666666698
"1530",7648,7648,"2023-03-05 18:00:00","FRFRIE","measured",4.43516666666666,66.4816666666668,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",18,"night","2023-03-05","leafless",2023,3,5,17,"2023-03-05 17:59:00",2.44,3.87,1.21966666666668,1,0.40866666666667,0.0753333333333401
"1531",7652,7652,"2023-03-05 19:00:00","FRFRIE","measured",3.22533333333333,72.8550000000001,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",19,"night","2023-03-05","leafless",2023,3,5,18,"2023-03-05 18:59:00",1.23,1.63,1.20983333333333,2,0.79566666666666,0.48966666666668
"1532",7656,7656,"2023-03-05 20:00:00","FRFRIE","measured",3.21283333333334,71.615,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",20,"night","2023-03-05","leafless",2023,3,5,19,"2023-03-05 19:59:00",1.68,2.68,0.01249999999999,3,0.64883333333333,0.2365
"1533",7663,7663,"2023-03-05 21:00:00","FRFRIE","measured",3.2665,73.6383333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",21,"night","2023-03-05","leafless",2023,3,5,20,"2023-03-05 20:59:00",1.26,2.07,-0.0536666666666603,4,0.72666666666667,0.183
"1534",7666,7666,"2023-03-05 22:00:00","FRFRIE","measured",3.0085,75.0516666666666,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",22,"night","2023-03-05","leafless",2023,3,5,21,"2023-03-05 21:59:00",1.42,2.44,0.258,5,0.689,0.15116666666668
"1535",7672,7672,"2023-03-05 23:00:00","FRFRIE","measured",2.91500000000001,75.8133333333333,1,48.010887,7.841538,"2023-03-05 06:04:25","2023-03-05 17:19:00",23,"night","2023-03-05","leafless",2023,3,5,22,"2023-03-05 22:59:00",1.37,2.84,0.0934999999999904,6,1.05566666666666,0.0761666666666603
"1536",7680,7680,"2023-03-06 00:00:00","FRFRIE","measured",2.69133333333334,77.3766666666667,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",0,"night","2023-03-05","leafless",2023,3,5,23,"2023-03-05 23:59:00",2.39,4.44,0.22366666666667,7,0.94666666666666,0.0851666666666602
"1537",7681,7681,"2023-03-06 01:00:00","FRFRIE","measured",2.45616666666667,78.5633333333333,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",1,"night","2023-03-06","leafless",2023,3,6,0,"2023-03-06 00:59:00",2.11,3.81,0.23516666666667,8,0.74950000000001,0.0655000000000001
"1538",7688,7688,"2023-03-06 02:00:00","FRFRIE","measured",2.56950000000001,74.8483333333334,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",2,"night","2023-03-06","leafless",2023,3,6,1,"2023-03-06 01:59:00",1.74,2.47,-0.11333333333334,9,0.38099999999998,0.06683333333332
"1539",7694,7694,"2023-03-06 03:00:00","FRFRIE","measured",2.61766666666666,73.3100000000001,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",3,"night","2023-03-06","leafless",2023,3,6,2,"2023-03-06 02:59:00",2.18,3.23,-0.04816666666665,10,0.25750000000001,0.0551666666666799
"1540",7699,7699,"2023-03-06 04:00:00","FRFRIE","measured",2.73283333333333,72.6666666666666,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",4,"night","2023-03-06","leafless",2023,3,6,3,"2023-03-06 03:59:00",2.14,3.18,-0.11516666666667,11,0.207,0.0543333333333398
"1541",7701,7701,"2023-03-06 05:00:00","FRFRIE","measured",2.77533333333334,75.16,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",5,"night","2023-03-06","leafless",2023,3,6,4,"2023-03-06 04:59:00",1.94,3.12,-0.0425000000000098,12,0.20199999999999,0.06266666666665
"1542",7709,7709,"2023-03-06 06:00:00","FRFRIE","measured",2.69016666666667,77.1550000000001,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",6,"night","2023-03-06","leafless",2023,3,6,5,"2023-03-06 05:59:00",2.16,3.02,0.0851666666666699,13,0.24433333333334,0.0246666666666702
"1543",7713,7713,"2023-03-06 07:00:00","FRFRIE","measured",2.43500000000001,78.5033333333334,1,48.010887,7.841538,"2023-03-06 06:02:26","2023-03-06 17:20:30",7,"day","2023-03-06","leafless",2023,3,6,6,"2023-03-06 06:59:00",1.57,2.43,0.25516666666666,14,0.30983333333332,0.0691666666666602
