"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_KART","temp_diff_INST","temp_diff_HERD"
"4355",21775,21775,"2023-07-01 12:00:00","FRSTGA","measured",21.3581666666667,50.9266666666667,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",12,"day","2023-07-01","full_canopy",2023,7,1,10,"2023-07-01 10:59:00",6.65,9.48,-0.00883333333340275,16,-0.0340000000000025,0.1733333333333,-0.421500000000002
"4356",21780,21780,"2023-07-01 13:00:00","FRSTGA","measured",21.258,55.28,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",13,"day","2023-07-01","full_canopy",2023,7,1,11,"2023-07-01 11:59:00",4.97,7.44,0.100166666666702,17,-0.254666666666701,-0.0640000000000001,-0.674666666666699
"4357",21785,21785,"2023-07-01 14:00:00","FRSTGA","measured",20.8715,59.2733333333334,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",14,"day","2023-07-01","full_canopy",2023,7,1,12,"2023-07-01 12:59:00",5.73,7.89,0.386499999999998,18,-0.311333333333302,-0.0118333333332998,-0.3065
"4358",21790,21790,"2023-07-01 15:00:00","FRSTGA","measured",20.4693333333333,62.25,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",15,"day","2023-07-01","full_canopy",2023,7,1,13,"2023-07-01 13:59:00",5.16,7.54,0.402166666666702,19,0.185666666666702,0.2886666666667,0.289000000000001
"4359",21793,21793,"2023-07-01 16:00:00","FRSTGA","measured",19.3323333333333,74.3666666666667,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",16,"day","2023-07-01","full_canopy",2023,7,1,14,"2023-07-01 14:59:00",4.62,6.61,1.137,20,0.255833333333403,0.151333333333401,0.169333333333402
"4360",21797,21797,"2023-07-01 17:00:00","FRSTGA","measured",18.6416666666667,81.815,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",17,"day","2023-07-01","full_canopy",2023,7,1,15,"2023-07-01 15:59:00",4.67,7.06,0.690666666666598,21,0.3028333333333,0.176666666666598,0.3466666666666
"4361",21805,21805,"2023-07-01 18:00:00","FRSTGA","measured",19.55425,76.3333333333334,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",18,"day","2023-07-01","full_canopy",2023,7,1,16,"2023-07-01 16:59:00",3.82,6.47,-0.912583333333298,22,0.0270833333333016,0.0420833333332986,0.184083333333302
"4362",21806,21806,"2023-07-01 19:00:00","FRSTGA","measured",18.4425,86.91,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",19,"day","2023-07-01","full_canopy",2023,7,1,17,"2023-07-01 17:59:00",4.22,6.23,1.11175,23,0.299500000000002,0.244500000000002,0.600833333333302
"4363",21814,21814,"2023-07-01 20:00:00","FRSTGA","measured",18.4808333333333,86.2433333333334,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",20,"night","2023-07-01","full_canopy",2023,7,1,18,"2023-07-01 18:59:00",4.54,7.34,-0.038333333333302,0,0.257666666666697,0.234166666666699,0.547499999999999
"4364",21816,21816,"2023-07-01 21:00:00","FRSTGA","measured",18.5615,85.9399999999999,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",21,"night","2023-07-01","full_canopy",2023,7,1,19,"2023-07-01 19:59:00",3.75,6.68,-0.0806666666666978,1,0.243500000000001,0.220000000000002,0.4085
"4365",21824,21824,"2023-07-01 22:00:00","FRSTGA","measured",17.7971666666667,97.0166666666667,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",22,"night","2023-07-01","full_canopy",2023,7,1,20,"2023-07-01 20:59:00",4.85,6.96,0.764333333333298,2,1.0836666666666,1.0048333333333,0.526166666666597
"4366",21826,21826,"2023-07-01 23:00:00","FRSTGA","measured",18.2126666666667,91.7733333333334,1,47.997815,7.857968,"2023-07-01 03:33:58","2023-07-01 19:32:58",23,"night","2023-07-01","full_canopy",2023,7,1,21,"2023-07-01 21:59:00",3.79,6.04,-0.415499999999998,3,0.6071666666666,0.5163333333333,0.484000000000002
"4367",21834,21834,"2023-07-02 00:00:00","FRSTGA","measured",17.9506666666667,94.79,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",0,"night","2023-07-01","full_canopy",2023,7,1,22,"2023-07-01 22:59:00",5.62,7.12,0.262,4,0.818666666666601,0.753833333333301,0.7068333333333
"4368",21838,21838,"2023-07-02 01:00:00","FRSTGA","measured",17.9976666666667,94.3916666666666,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",1,"night","2023-07-01","full_canopy",2023,7,1,23,"2023-07-01 23:59:00",4.23,5.52,-0.0470000000000006,5,0.673500000000001,0.598666666666599,0.575666666666599
"4369",21844,21844,"2023-07-02 02:00:00","FRSTGA","measured",18.07875,90.9558333333333,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",2,"night","2023-07-02","full_canopy",2023,7,2,0,"2023-07-02 00:59:00",3.78,5.29,-0.0810833333333001,6,0.65925,0.505583333333302,0.632916666666702
"4370",21847,21847,"2023-07-02 03:00:00","FRSTGA","measured",18.0183333333333,86.155,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",3,"night","2023-07-02","full_canopy",2023,7,2,1,"2023-07-02 01:59:00",4.19,5.57,0.0604166666667005,7,0.3951666666667,0.232833333333399,0.406666666666702
"4371",21854,21854,"2023-07-02 04:00:00","FRSTGA","measured",17.8378333333333,79.5633333333333,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",4,"day","2023-07-02","full_canopy",2023,7,2,2,"2023-07-02 02:59:00",4.77,6,0.180499999999999,8,0.590333333333401,0.544,0.660499999999999
"4372",21859,21859,"2023-07-02 05:00:00","FRSTGA","measured",17.8538333333333,74.315,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",5,"day","2023-07-02","full_canopy",2023,7,2,3,"2023-07-02 03:59:00",4.25,5.22,-0.0159999999999982,9,0.355333333333402,0.3861666666667,0.472833333333401
"4373",21864,21864,"2023-07-02 06:00:00","FRSTGA","measured",18.2085,69.64,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",6,"day","2023-07-02","full_canopy",2023,7,2,4,"2023-07-02 04:59:00",5.09,7.7,-0.354666666666702,10,0.0984999999999978,0.182666666666698,0.166499999999999
"4374",21867,21867,"2023-07-02 07:00:00","FRSTGA","measured",18.7818333333333,64.1983333333334,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",7,"day","2023-07-02","full_canopy",2023,7,2,5,"2023-07-02 05:59:00",4.99,6.64,-0.573333333333299,11,-0.111666666666601,0.0321666666667006,-0.208500000000001
"4375",21872,21872,"2023-07-02 08:00:00","FRSTGA","measured",20.864,56.1166666666667,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",8,"day","2023-07-02","full_canopy",2023,7,2,6,"2023-07-02 06:59:00",4.28,5.92,-2.0821666666667,12,-0.4785,-0.230166666666701,-1.2106666666667
"4376",21879,21879,"2023-07-02 09:00:00","FRSTGA","measured",22.1365,52.1633333333334,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",9,"day","2023-07-02","full_canopy",2023,7,2,7,"2023-07-02 07:59:00",4.93,6.6,-1.2725,13,-0.8073333333333,-0.9055,-1.5481666666667
"4377",21885,21885,"2023-07-02 10:00:00","FRSTGA","measured",23.0033333333333,50.065,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",10,"day","2023-07-02","full_canopy",2023,7,2,8,"2023-07-02 08:59:00",5.53,7.86,-0.866833333333297,14,-1.173,-0.629499999999997,-1.3933333333333
"4378",21888,21888,"2023-07-02 11:00:00","FRSTGA","measured",22.4863333333333,51.785,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",11,"day","2023-07-02","full_canopy",2023,7,2,9,"2023-07-02 09:59:00",5.36,7.81,0.516999999999999,15,-0.971999999999998,-0.292666666666598,-0.9196666666666
"4379",21892,21892,"2023-07-02 12:00:00","FRSTGA","measured",22.5309166666667,53.9491666666667,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",12,"day","2023-07-02","full_canopy",2023,7,2,10,"2023-07-02 10:59:00",6.15,8.64,-0.0445833333333994,16,-0.896749999999997,-0.283083333333398,-1.0550833333334
"4380",21899,21899,"2023-07-02 13:00:00","FRSTGA","measured",23.8978333333333,50.1816666666666,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",13,"day","2023-07-02","full_canopy",2023,7,2,11,"2023-07-02 11:59:00",5.96,8.41,-1.3669166666666,17,-1.2278333333333,-0.759333333333299,-1.3528333333333
"4381",21904,21904,"2023-07-02 14:00:00","FRSTGA","measured",24.9446666666667,43.0333333333333,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",14,"day","2023-07-02","full_canopy",2023,7,2,12,"2023-07-02 12:59:00",6.08,8.37,-1.0468333333334,18,-1.172,-0.0733333333333981,-1.3046666666667
"4382",21908,21908,"2023-07-02 15:00:00","FRSTGA","measured",26.0976666666667,35.9666666666667,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",15,"day","2023-07-02","full_canopy",2023,7,2,13,"2023-07-02 13:59:00",6.6,9.1,-1.153,19,-1.4528333333334,0.207666666666601,-1.561
"4383",21914,21914,"2023-07-02 16:00:00","FRSTGA","measured",26.1576666666667,33.6633333333334,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",16,"day","2023-07-02","full_canopy",2023,7,2,14,"2023-07-02 14:59:00",5.85,9,-0.0599999999999987,20,-0.8505,0.553833333333301,-1.066
"4384",21918,21918,"2023-07-02 17:00:00","FRSTGA","measured",25.2511666666667,34.4716666666667,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",17,"day","2023-07-02","full_canopy",2023,7,2,15,"2023-07-02 15:59:00",5.17,8,0.906500000000001,21,-0.104499999999998,1.1033333333333,-0.241166666666697
"4385",21925,21925,"2023-07-02 18:00:00","FRSTGA","measured",24.4136666666667,36.075,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",18,"day","2023-07-02","full_canopy",2023,7,2,16,"2023-07-02 16:59:00",4.88,7.53,0.837499999999999,22,0.0609999999999999,1.1961666666666,0.264666666666599
"4386",21930,21930,"2023-07-02 19:00:00","FRSTGA","measured",22.6475,37.5416666666667,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",19,"day","2023-07-02","full_canopy",2023,7,2,17,"2023-07-02 17:59:00",5.22,7.44,1.7661666666667,23,0.8533333333333,1.0196666666667,1.0108333333333
"4387",21933,21933,"2023-07-02 20:00:00","FRSTGA","measured",20.038,44.905,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",20,"night","2023-07-02","full_canopy",2023,7,2,18,"2023-07-02 18:59:00",4.65,6.12,2.6095,0,2.253,2.1295,1.257
"4388",21939,21939,"2023-07-02 21:00:00","FRSTGA","measured",19.5893333333333,46.56,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",21,"night","2023-07-02","full_canopy",2023,7,2,19,"2023-07-02 19:59:00",3.11,4.35,0.4486666666667,1,1.4886666666667,1.2498333333334,-0.0593333333332993
"4389",21942,21942,"2023-07-02 22:00:00","FRSTGA","measured",19.733,46.6133333333333,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",22,"night","2023-07-02","full_canopy",2023,7,2,20,"2023-07-02 20:59:00",3.22,4.11,-0.1436666666667,2,0.838833333333298,0.451333333333299,-0.542999999999999
"4390",21948,21948,"2023-07-02 23:00:00","FRSTGA","measured",17.2221666666667,59.5333333333333,1,47.997815,7.857968,"2023-07-02 03:34:34","2023-07-02 19:32:44",23,"night","2023-07-02","full_canopy",2023,7,2,21,"2023-07-02 21:59:00",3.04,4.28,2.5108333333333,3,1.7595,1.3583333333333,0.532833333333301
"4391",21953,21953,"2023-07-03 00:00:00","FRSTGA","measured",17.8925,57.5866666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",0,"night","2023-07-02","full_canopy",2023,7,2,22,"2023-07-02 22:59:00",2,4.34,-0.6703333333333,4,0.232666666666702,0.125166666666701,-0.209166666666697
"4392",21960,21960,"2023-07-03 01:00:00","FRSTGA","measured",17.5375,59.35,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",1,"night","2023-07-02","full_canopy",2023,7,2,23,"2023-07-02 23:59:00",3.38,4.47,0.354999999999997,5,0.719833333333298,0.727166666666697,0.322499999999998
"4393",21962,21962,"2023-07-03 02:00:00","FRSTGA","measured",17.7441666666667,60.4183333333333,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",2,"night","2023-07-03","full_canopy",2023,7,3,0,"2023-07-03 00:59:00",3.11,4.32,-0.206666666666699,6,0.654499999999999,0.640499999999999,0.107499999999998
"4394",21968,21968,"2023-07-03 03:00:00","FRSTGA","measured",18.1835,58.785,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",3,"night","2023-07-03","full_canopy",2023,7,3,1,"2023-07-03 01:59:00",1.99,2.63,-0.439333333333298,7,0.558666666666703,0.616500000000002,0.309833333333302
"4395",21974,21974,"2023-07-03 04:00:00","FRSTGA","measured",18.4788333333333,57.8816666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",4,"day","2023-07-03","full_canopy",2023,7,3,2,"2023-07-03 02:59:00",2.54,5.14,-0.2953333333333,8,0.4978333333334,0.521500000000003,0.6295
"4396",21977,21977,"2023-07-03 05:00:00","FRSTGA","measured",18.517,57.3316666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",5,"day","2023-07-03","full_canopy",2023,7,3,3,"2023-07-03 03:59:00",4.58,5.54,-0.0381666666667009,9,0.380500000000001,0.482333333333301,0.624666666666702
"4397",21983,21983,"2023-07-03 06:00:00","FRSTGA","measured",18.7833333333333,57.4099999999999,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",6,"day","2023-07-03","full_canopy",2023,7,3,4,"2023-07-03 04:59:00",4.92,6.6,-0.2663333333333,10,0.2478333333334,0.4531666666667,0.365000000000002
"4398",21990,21990,"2023-07-03 07:00:00","FRSTGA","measured",19.9975,54.645,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",7,"day","2023-07-03","full_canopy",2023,7,3,5,"2023-07-03 05:59:00",4.81,6.62,-1.2141666666667,11,-0.205666666666698,0.0240000000000009,-0.427499999999998
"4399",21995,21995,"2023-07-03 08:00:00","FRSTGA","measured",21.5891666666667,48.66,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",8,"day","2023-07-03","full_canopy",2023,7,3,6,"2023-07-03 06:59:00",4.52,6.3,-1.5916666666667,12,-0.382666666666701,-0.0689999999999991,-1.1825
"4400",21996,21996,"2023-07-03 09:00:00","FRSTGA","measured",22.5341666666667,43.9150000000001,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",9,"day","2023-07-03","full_canopy",2023,7,3,7,"2023-07-03 07:59:00",4.9,7.12,-0.945,13,-0.380666666666698,-0.155166666666698,-1.2308333333334
"4401",22004,22004,"2023-07-03 10:00:00","FRSTGA","measured",22.4155,43.68,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",10,"day","2023-07-03","full_canopy",2023,7,3,8,"2023-07-03 08:59:00",5.34,7.12,0.118666666666698,14,-0.165333333333301,0.0458333333332988,-0.468833333333301
"4402",22009,22009,"2023-07-03 11:00:00","FRSTGA","measured",23.328,41.2983333333334,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",11,"day","2023-07-03","full_canopy",2023,7,3,9,"2023-07-03 09:59:00",5.1,7.27,-0.912499999999998,15,-0.783166666666698,-0.143000000000001,-1.1496666666667
"4403",22011,22011,"2023-07-03 12:00:00","FRSTGA","measured",23.6455,38.6116666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",12,"day","2023-07-03","full_canopy",2023,7,3,10,"2023-07-03 10:59:00",5.12,7.48,-0.317499999999999,16,-0.42775,0.1793333333333,-0.783833333333298
"4404",22020,22020,"2023-07-03 13:00:00","FRSTGA","measured",23.792,39.325,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",13,"day","2023-07-03","full_canopy",2023,7,3,11,"2023-07-03 11:59:00",5.74,7.83,-0.146500000000003,17,-0.336000000000002,0.113999999999997,-0.703666666666702
"4405",22022,22022,"2023-07-03 14:00:00","FRSTGA","measured",25.3471666666667,36.4016666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",14,"day","2023-07-03","full_canopy",2023,7,3,12,"2023-07-03 12:59:00",6.08,8.46,-1.5551666666667,18,-0.998999999999999,0.206333333333301,-1.2238333333334
"4406",22028,22028,"2023-07-03 15:00:00","FRSTGA","measured",25.8696666666667,35.6416666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",15,"day","2023-07-03","full_canopy",2023,7,3,13,"2023-07-03 13:59:00",6.35,8.51,-0.522500000000001,19,-1.0705,0.502666666666602,-0.679666666666698
"4407",22032,22032,"2023-07-03 16:00:00","FRSTGA","measured",25.7243333333333,37.3566666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",16,"day","2023-07-03","full_canopy",2023,7,3,14,"2023-07-03 14:59:00",5.89,8.91,0.145333333333401,20,-0.803666666666597,0.719333333333402,-0.3943333333333
"4408",22039,22039,"2023-07-03 17:00:00","FRSTGA","measured",24.5461666666667,40.905,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",17,"day","2023-07-03","full_canopy",2023,7,3,15,"2023-07-03 15:59:00",6,9.41,1.1781666666666,21,-0.134499999999999,0.945,0.228833333333299
"4409",22043,22043,"2023-07-03 18:00:00","FRSTGA","measured",23.467,43.8133333333333,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",18,"day","2023-07-03","full_canopy",2023,7,3,16,"2023-07-03 16:59:00",5.99,8.67,1.0791666666667,22,0.231166666666702,0.5513333333333,0.418000000000003
"4410",22048,22048,"2023-07-03 19:00:00","FRSTGA","measured",22.438,48.005,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",19,"day","2023-07-03","full_canopy",2023,7,3,17,"2023-07-03 17:59:00",5.23,7.42,1.029,23,0.372,0.484999999999999,0.620333333333303
"4411",22052,22052,"2023-07-03 20:00:00","FRSTGA","measured",21.8721666666667,51.4516666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",20,"night","2023-07-03","full_canopy",2023,7,3,18,"2023-07-03 18:59:00",4.62,6.46,0.565833333333298,0,0.321999999999999,0.371500000000001,0.644500000000001
"4412",22056,22056,"2023-07-03 21:00:00","FRSTGA","measured",20.9208333333333,60.0483333333333,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",21,"night","2023-07-03","full_canopy",2023,7,3,19,"2023-07-03 19:59:00",4.11,5.32,0.951333333333402,1,0.366,0.416,0.629166666666702
"4413",22063,22063,"2023-07-03 22:00:00","FRSTGA","measured",18.55575,80.7041666666667,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",22,"night","2023-07-03","full_canopy",2023,7,3,20,"2023-07-03 20:59:00",4.87,6.69,2.3650833333333,2,1.1109166666667,0.515499999999999,0.3959166666667
"4414",22066,22066,"2023-07-03 23:00:00","FRSTGA","measured",18.3528333333333,80.0783333333334,1,47.997815,7.857968,"2023-07-03 03:35:12","2023-07-03 19:32:27",23,"night","2023-07-03","full_canopy",2023,7,3,21,"2023-07-03 21:59:00",3.12,6.74,0.202916666666699,3,0.825333333333401,0.8660833333334,-0.124500000000001
"4415",22071,22071,"2023-07-04 00:00:00","FRSTGA","measured",19.1153333333333,75.2466666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",0,"night","2023-07-03","full_canopy",2023,7,3,22,"2023-07-03 22:59:00",2.7,4.19,-0.762499999999999,4,0.476833333333399,0.496500000000001,0.124666666666698
"4416",22077,22077,"2023-07-04 01:00:00","FRSTGA","measured",19.1691666666667,74.9066666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",1,"night","2023-07-03","full_canopy",2023,7,3,23,"2023-07-03 23:59:00",4.47,5.88,-0.0538333333334009,5,0.472666666666598,0.423833333333299,0.420833333333299
"4417",22083,22083,"2023-07-04 02:00:00","FRSTGA","measured",17.8591666666667,88.0933333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",2,"night","2023-07-04","full_canopy",2023,7,4,0,"2023-07-04 00:59:00",4.57,7.69,1.31,6,0.916333333333302,0.876166666666602,0.705833333333302
"4418",22090,22090,"2023-07-04 03:00:00","FRSTGA","measured",16.8561666666667,95.5733333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",3,"night","2023-07-04","full_canopy",2023,7,4,1,"2023-07-04 01:59:00",3.11,5.2,1.003,7,1.19,0.995833333333302,0.497166666666601
"4419",22093,22093,"2023-07-04 04:00:00","FRSTGA","measured",16.6786666666667,94.0866666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",4,"day","2023-07-04","full_canopy",2023,7,4,2,"2023-07-04 02:59:00",4.03,5.93,0.177499999999998,8,1.2393333333333,1.085,0.2463333333333
"4420",22097,22097,"2023-07-04 05:00:00","FRSTGA","measured",16.853,92.8966666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",5,"day","2023-07-04","full_canopy",2023,7,4,3,"2023-07-04 03:59:00",2.51,3.84,-0.174333333333301,9,0.630583333333298,0.8511666666667,0.427
"4421",22103,22103,"2023-07-04 06:00:00","FRSTGA","measured",17.4295,90.5616666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",6,"day","2023-07-04","full_canopy",2023,7,4,4,"2023-07-04 04:59:00",2.98,4.45,-0.576499999999999,10,0.520666666666699,0.718333333333298,0.312166666666698
"4422",22109,22109,"2023-07-04 07:00:00","FRSTGA","measured",19.306,80.3766666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",7,"day","2023-07-04","full_canopy",2023,7,4,5,"2023-07-04 05:59:00",2.21,3.3,-1.8765,11,-0.238666666666703,0.112666666666698,-0.529333333333302
"4423",22114,22114,"2023-07-04 08:00:00","FRSTGA","measured",21.0268333333333,71.7183333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",8,"day","2023-07-04","full_canopy",2023,7,4,6,"2023-07-04 06:59:00",2.24,3.56,-1.7208333333333,12,-0.354333333333301,-0.0945,-0.920166666666599
"4424",22118,22118,"2023-07-04 09:00:00","FRSTGA","measured",21.946,64.2833333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",9,"day","2023-07-04","full_canopy",2023,7,4,7,"2023-07-04 07:59:00",2.15,3.85,-0.919166666666701,13,-0.316500000000001,-0.0695000000000014,-0.9776666666667
"4425",22121,22121,"2023-07-04 10:00:00","FRSTGA","measured",23.377,56.83,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",10,"day","2023-07-04","full_canopy",2023,7,4,8,"2023-07-04 08:59:00",4.24,6.53,-1.431,14,-0.861333333333299,-0.388999999999999,-1.5486666666667
"4426",22130,22130,"2023-07-04 11:00:00","FRSTGA","measured",25.0416666666667,49.0966666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",11,"day","2023-07-04","full_canopy",2023,7,4,9,"2023-07-04 09:59:00",4.67,6.63,-1.6646666666667,15,-1.0601666666667,-0.585999999999999,-1.795
"4427",22131,22131,"2023-07-04 12:00:00","FRSTGA","measured",25.6841666666667,45.9716666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",12,"day","2023-07-04","full_canopy",2023,7,4,10,"2023-07-04 10:59:00",3.85,5.59,-0.642500000000002,16,-0.984000000000002,-0.182500000000001,-1.4825
"4428",22139,22139,"2023-07-04 13:00:00","FRSTGA","measured",25.8293333333333,45.3633333333334,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",13,"day","2023-07-04","full_canopy",2023,7,4,11,"2023-07-04 11:59:00",4.45,6.24,-0.145166666666597,17,-0.763833333333299,-0.3838333333333,-1.3726666666666
"4429",22141,22141,"2023-07-04 14:00:00","FRSTGA","measured",25.5805,44.625,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",14,"day","2023-07-04","full_canopy",2023,7,4,12,"2023-07-04 12:59:00",3.27,5.3,0.248833333333298,18,-0.461166666666699,0.0446666666666999,-0.878833333333301
"4430",22146,22146,"2023-07-04 15:00:00","FRSTGA","measured",25.938,45.6266666666667,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",15,"day","2023-07-04","full_canopy",2023,7,4,13,"2023-07-04 13:59:00",3.73,5.97,-0.357499999999998,19,-0.434166666666698,0.446000000000002,-0.886333333333297
"4431",22151,22151,"2023-07-04 16:00:00","FRSTGA","measured",26.5501666666667,41.5683333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",16,"day","2023-07-04","full_canopy",2023,7,4,14,"2023-07-04 14:59:00",4,6.22,-0.612166666666702,20,-0.894833333333402,0.713999999999999,-1.0085
"4432",22159,22159,"2023-07-04 17:00:00","FRSTGA","measured",24.6101666666667,47.785,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",17,"day","2023-07-04","full_canopy",2023,7,4,15,"2023-07-04 15:59:00",3.74,5.86,1.94,21,0.533333333333299,1.0283333333333,0.261500000000002
"4433",22163,22163,"2023-07-04 18:00:00","FRSTGA","measured",23.6451666666667,55.3883333333333,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",18,"day","2023-07-04","full_canopy",2023,7,4,16,"2023-07-04 16:59:00",3.57,5.34,0.965,22,1.2818333333333,1.8816666666666,0.736499999999999
"4434",22167,22167,"2023-07-04 19:00:00","FRSTGA","measured",22.4313333333333,61.4216666666668,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",19,"day","2023-07-04","full_canopy",2023,7,4,17,"2023-07-04 17:59:00",3.29,4.75,1.2138333333334,23,1.433,0.9286666666667,0.7403333333334
"4435",22175,22175,"2023-07-04 20:00:00","FRSTGA","measured",20.4598333333333,69.42,1,47.997815,7.857968,"2023-07-04 03:35:52","2023-07-04 19:32:08",20,"night","2023-07-04","full_canopy",2023,7,4,18,"2023-07-04 18:59:00",2.31,3.05,1.9715,0,1.9714166666667,1.6628333333334,0.621833333333399
